ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,PROCESO_ELECTORAL,ORGANIZACION_POLITICA,ANIO_INICIO,ANIO_FINAL,CARGO_ELEGIDO
FUERZA POPULAR,CONGRESISTA,ESTHER,SAAVEDRA VELA ,ELECCIONES 2011,PARTIDO GANA PERU,2011,2016,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,FEDERICO,PARIONA GALINDO ,2002,UNIDAD NACIONAL,2003,2006,REGIDOR(A) DISTRITAL
FUERZA POPULAR,CONGRESISTA,FEDERICO,PARIONA GALINDO ,2011,FUERZA 2011,2011,2016,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,FRANCISCO AMADOR,MERINO REYNA MENESES,2003 - 2006,ACCION POPULAR,2003,2006,REGIDOR(A) DISTRITAL
FUERZA POPULAR,CONGRESISTA,FRANCISCO JAVIER,VILLAVICENCIO CARDENAS,REGIONAL,PERU POSIBLE ,2003,2006,CONSEJERO REGIONAL
FUERZA POPULAR,CONGRESISTA,FREDDY FERNANDO,SARMIENTO BETANCOURT ,Elecciones Generales 2011,Fuerza 2011,2011,2016,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,GABINO HUGO,ROSAS LOPEZ ,2010,FUERZA POPULAR,2014,2014,REGIDOR(A) PROVINCIAL
FUERZA POPULAR,CONGRESISTA,GIAN CARLO,VACCHELLI CORBETTO ,2011,FUERZA 2011,2011,Actualidad,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,GILMER,TRUJILLO ZEGARRA ,ELECCIONES MUNICIPALES 1995,FRENTE INDEPENDIENTE SOLIDARIDAD UCHICINA,1996,1998,REGIDOR(A) DISTRITAL
FUERZA POPULAR,CONGRESISTA,HECTOR VIRGILIO,BECERRIL RODRIGUEZ,ELECCIONES GENERALES AÑO 2011,FUERZA 2011,2011,Actualidad,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,JOSE LUIS,ESPICHAN PEREZ,ELECCIONES REGIONALES Y MUNICIPALES 2006,PARTIDO APRISTA PERUANO,2007,2010,REGIDOR(A) DISTRITAL
FUERZA POPULAR,CONGRESISTA,JOSE LUIS,ESPICHAN PEREZ,ELECCIONES REGIONALES Y MUNICIPALES 2014,SOLIDARIDAD NACIONAL,2015,Actualidad,REGIDOR(A) DISTRITAL
FUERZA POPULAR,CONGRESISTA,JOSE MARVIN,PALMA MENDOZA,ELECCIONES MUNICIPALES Y REGIONALES 2014,ALIANZA PARA EL PROGRESO ,2015,Actualidad,REGIDOR(A) DISTRITAL
FUERZA POPULAR,CONGRESISTA,JUAN CARLOS,DEL AGUILA CARDENAS ,2002,PARTIDO APRISTA PERUANO,2003,2006,ALCALDE(SA) PROVINCIAL
FUERZA POPULAR,CONGRESISTA,KARINA JULIZA,BETETA RUBIN,2011,FUERZA 2011,2015,Actualidad,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,KARINA JULIZA,BETETA RUBIN,2006,UNIÓN POR EL PERÚ,2006,2011,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,KARLA MELISSA,SCHAEFER CUCULIZA ,ELECCIONES GENERALES 2011,FUERZA 2011,2011,2016,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,KENJI GERARDO,FUJIMORI HIGUCHI ,2011,FUERZA 2011,2011,2016,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,LEYLA FELICITA,CHIHUAN RAMOS,ELECCIONES GENERALES 2011,FUERZA 2011,2011,2016,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,LUCIO,AVILA ROJAS ,Elecciones Regionales y Municipales 1995,Vamos Vecino,1996,1998,REGIDOR(A) PROVINCIAL
FUERZA POPULAR,CONGRESISTA,LUIS FERNANDO,GALARRETA VELARDE,ELECCIONES REGIONALES Y MUNICIPALES 2002,ALIANZA UNIDAD NACIONAL,2003,2006,REGIDOR(A) PROVINCIAL
FUERZA POPULAR,CONGRESISTA,LUIS FERNANDO,GALARRETA VELARDE,ELECCIONES GENERALES 2011,ALIANZA POR EL GRAN CAMBIO,2011,2016,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,LUIS FERNANDO,GALARRETA VELARDE,ELECCIONES GENERALES 2006,ALIANZA UNIDAD NACIONAL,2006,2011,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,LUZ FILOMENA,SALGADO RUBIANES ,ELECCIONES GENERALES 2011,FUERZA 2011,2011,Actualidad,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,LUZ FILOMENA,SALGADO RUBIANES ,ELECCIONES GENERALES 2001,ALIANZA ELECTORAL CAMBIO 90 NUEVA MAYORIA,2001,2001,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,LUZ FILOMENA,SALGADO RUBIANES ,ELECCIONES GENERALES 1995,ALIANZA ELECTORAL CAMBIO 90 NUEVA MAYORIA,1995,2000,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,LUZ FILOMENA,SALGADO RUBIANES ,ELECCIONES GENERALES 2000,ALIANZA ELECTORAL PERU 2000,2000,2001,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,MARCO ENRIQUE,MIYASHIRO ARASHIRO,ELECCIONES REGIONALES Y MUNICIPALES 2014,FUERZA POPULAR,2015,Actualidad,REGIDOR(A) PROVINCIAL
FUERZA POPULAR,CONGRESISTA,MARIA ELIZABETH,VILLAVICENCIO VALLE,2006,Proyecto Integracionista de Comunidades Organizadas ,2007,2010,CONSEJERO REGIONAL
FUERZA POPULAR,CONGRESISTA,MARIA LOURDES PIA LUISA,ALCORTA SUERO,2006-2011,UNIDAD NACIONAL ,2006,2011,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,MARIA LOURDES PIA LUISA,ALCORTA SUERO,2011-2016,INVITADA  POR PPK - ALIANZA POR EL GRAN CAMBIO,2011,Actualidad,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,MARIA LOURDES PIA LUISA,ALCORTA SUERO,2003-2006,UNIDAD NACIONAL ,2003,2006,REGIDOR(A) DISTRITAL
FUERZA POPULAR,CONGRESISTA,MARTIRES,LIZANA SANTOS ,Elecciones Comunal,Lista Verde Caña,1999,2002,ALCALDE(SA) DE CENTRO POBLADO
FUERZA POPULAR,CONGRESISTA,MARTIRES,LIZANA SANTOS ,Elecciones Regionales y Municipal 2006,Movimiento Independiente Frente de Unidad Campesina,2007,2010,ALCALDE(SA) DISTRITAL
FUERZA POPULAR,CONGRESISTA,MARTIRES,LIZANA SANTOS ,Elección Comunal,Lista Roja,1996,1999,REGISDOR(A) DE CENTRO POBLADO
FUERZA POPULAR,CONGRESISTA,MARTIRES,LIZANA SANTOS ,Elecciones Regionales y Municipales 2010,Movimiento Independiente Fuerza Regional,2011,2014,ALCALDE(SA) DISTRITAL
FUERZA POPULAR,CONGRESISTA,MARTIRES,LIZANA SANTOS ,Elecciones Regionales y Municipales  2002,Movimiento Independiente Desarrollemos el Campo y la Ciudad,2002,2006,REGIDOR(A) DISTRITAL
FUERZA POPULAR,CONGRESISTA,MIKY JOAQUIN,DIPAS HUAMAN ,2002,Juntos por el Progreso,2003,2006,ALCALDE(SA) DISTRITAL
FUERZA POPULAR,CONGRESISTA,MIKY JOAQUIN,DIPAS HUAMAN ,2006,Unión por el Perú,2007,2010,ALCALDE(SA) DISTRITAL
FUERZA POPULAR,CONGRESISTA,NELIDA,CALVO NANTIP,ELECCIONES REGIONALES Y MUNICIPALES 2010,SURGE AMAZONAS,2011,2014,CONSEJERO REGIONAL
FUERZA POPULAR,CONGRESISTA,NELLY LADY,CUADROS CANDIA ,2010,SOMOS PERU,2010,2014,REGIDOR(A) DISTRITAL
FUERZA POPULAR,CONGRESISTA,OCTAVIO EDILBERTO,SALAZAR MIRANDA ,ELECCIONES GENERALES 2011,FUERZA 2011,2011,Actualidad,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,OSWALDO,LUIZAR OBREGON ,2006,UPP,2006,2011,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,PATRICIA ELIZABETH,DONAYRE PASQUEL ,Elecciones Generales 2000,Frente Independiente Moralizador,2000,2001,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,PERCY ELOY,ALCALA MATEO,2006,ARRIBA CAÑETE,2007,2011,REGIDOR(A) DISTRITAL
FUERZA POPULAR,CONGRESISTA,PERCY ELOY,ALCALA MATEO,1993,ACCIÓN POPULAR,1993,1995,REGIDOR(A) DISTRITAL
FUERZA POPULAR,CONGRESISTA,PERCY ELOY,ALCALA MATEO,1995,ACCIÓN POPULAR,1996,1999,REGIDOR(A) DISTRITAL
FUERZA POPULAR,CONGRESISTA,RAMIRO,GUZMAN IBAÑEZ ,2010,"Movimiento Regional ""Ayni""",2011,2014,ALCALDE(SA) PROVINCIAL
FUERZA POPULAR,CONGRESISTA,RAMIRO,GUZMAN IBAÑEZ ,1995,Movimiento Provincial Unira,1996,1998,REGIDOR(A) PROVINCIAL
FUERZA POPULAR,CONGRESISTA,ROLANDO,REATEGUI FLORES ,ELECCIONES MUNICIPALES 1995,MOVIMIENTO INDEPENDIENTE IDEAS,1996,1998,ALCALDE(SA) PROVINCIAL
FUERZA POPULAR,CONGRESISTA,ROLANDO,REATEGUI FLORES ,ELECCIONES GENERALES 2006,ALIANZA POR EL FUTURO,2006,2011,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,ROLANDO,REATEGUI FLORES ,ELECCIONES GENERALES 2000,VAMOS VECINO,2000,2001,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,ROLANDO,REATEGUI FLORES ,ELECCIONES GENERALES 2011,FUERZA 2011,2011,2016,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,ROSA MARIA,BARTRA BARRIGA ,ELECCIONES REGIONALES Y MUNICIPALES,MIR RIO SANTA CAUDALOSO,2007,2010,REGIDOR(A) DISTRITAL
FUERZA POPULAR,CONGRESISTA,SEGUNDO LEOCADIO,TAPIA BERNAL ,ELECCIONES GENERALES 2011-2016,FUERZA 2011,2011,2016,CONGRESISTA
FUERZA POPULAR,CONGRESISTA,VICTOR AUGUSTO,ALBRECHT RODRIGUEZ ,2007-2010,CHIM PUM CALLAO,2010,2010,GOBERNADOR(A) REGIONAL
FUERZA POPULAR,CONGRESISTA,VICTOR AUGUSTO,ALBRECHT RODRIGUEZ ,ELECCIONES MUNICIPALES 1998,CHIM PUM CALLAO,1998,2001,ALCALDE(SA) DISTRITAL
FUERZA POPULAR,CONGRESISTA,VICTOR AUGUSTO,ALBRECHT RODRIGUEZ ,ELECCIONES REGIONALES Y MUNICIPALES 2006,CHIM PUM CALLAO ,2007,2010,VICEGOBERNADOR(A) REGIONAL
FUERZA POPULAR,CONGRESISTA,WUILIAN ALFONSO,MONTEROLA ABREGU ,2011,PERU POSIBLE ,2011,Actualidad,CONGRESISTA
FUERZA POPULAR,PRESIDENTE DE LA REPUBLICA,KEIKO SOFIA,FUJIMORI HIGUCHI,Elecciones 2006,Alianza para el Futuro,2006,2011,CONGRESISTA
FUERZA POPULAR,PRIMER VICEPRESIDENTE DE LA REPUBLICA,JOSE,CHLIMPER ACKERMAN,Elecciones Municipales de Lima 1995,Cambio 90 - Nueva Mayoría,1996,1998,REGIDOR(A) PROVINCIAL
FUERZA POPULAR,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,VLADIMIRO,HUAROC PORTOCARRERO,Elecciones 2006,Convergencia Regional Descentralista - CONREDES,2007,2010,GOBERNADOR(A) REGIONAL
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ALCIBIADES,PINTO MELENDEZ,elecciones municipales,Izquierda Revolucionaria Apurimac,1991,1993,REGIDOR(A) PROVINCIAL
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ALCIBIADES,PINTO MELENDEZ,elecciones municipales,Izquierda Revolucionaria Apurimac,1988,1990,REGIDOR(A) PROVINCIAL
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CESAR,CAMPOS RODRIGUEZ,1990,Organizaciones Economicas,1990,1992,CONSEJERO REGIONAL
PARTIDO HUMANISTA PERUANO,CONGRESISTA,EDWIN ALFONSO,ESPINOZA CHAVEZ,2013,PARTIDO HUMANISTA PERUANO,2014,2014,REGIDOR(A) PROVINCIAL
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JAIME FELIX,ESCUDERO MENDOZA,2002,PERU POSIBLE,2002,2002,ALCALDE(SA) PROVINCIAL
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JAIME FELIX,ESCUDERO MENDOZA,1993,LIBERTAD,1993,1993,ALCALDE(SA) PROVINCIAL
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JAIME FELIX,ESCUDERO MENDOZA,1995,CODE PAIS POSIBLE,1995,1995,CONGRESISTA
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JAVIER FERNANDO,ARCE ALVARADO,1996-1998,Frente Santa Rosa 2000,1996,1998,REGIDOR(A) DISTRITAL
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JOSE ANTONIO,BAFFIGO TORRE,1990-1992,Cambio 90,1990,1992,CONGRESISTA
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JYOMAR YUNIOR,FAUSTINO TOLENTINO,ELECCIONES REGIONALES Y MUNICIPALES 2002,PARTIDO POLÍTICO PRIMERO PERÚ,2003,2006,ALCALDE(SA) DISTRITAL
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LEONEL MILTON,FALCON GUERRA,1983,IZQUIERDA UNIDA,1983,1986,REGIDOR(A) DISTRITAL
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LUIS BELTRAN,ARONES HUALLANCA,2002,Partido Perú Posible,2003,2006,REGIDOR(A) DISTRITAL
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROSA DELSA,MAVILA LEON,Elecciones Generales 2011,GANA PERÚ,2011,2016,CONGRESISTA
PARTIDO HUMANISTA PERUANO,PRESIDENTE DE LA REPUBLICA,YEHUDE,SIMON MUNARO,Elecciones Nacionales ,Alianza por el Gran cambio,2011,2012,CONGRESISTA
PARTIDO HUMANISTA PERUANO,PRESIDENTE DE LA REPUBLICA,YEHUDE,SIMON MUNARO,Elecciones Regionales,Movimiento Humanista Peruano,2006,2008,GOBERNADOR(A) REGIONAL
PARTIDO HUMANISTA PERUANO,PRESIDENTE DE LA REPUBLICA,YEHUDE,SIMON MUNARO,Elecciones Nacionales,UPP,2003,2006,GOBERNADOR(A) REGIONAL
PARTIDO HUMANISTA PERUANO,PRESIDENTE DE LA REPUBLICA,YEHUDE,SIMON MUNARO,Elecciones Nacionales,Izquierda Unida,1985,1990,CONGRESISTA
PARTIDO HUMANISTA PERUANO,PRIMER VICEPRESIDENTE DE LA REPUBLICA,ROSA DELSA,MAVILA LEON,Elecciones Generales 2011,GANA PERÚ,2011,2016,CONGRESISTA
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,ALFREDO,RENGIFO NAVARRETE,1998,RECONSTRUCCIÓN Y DESARROLLO,1999,2002,ALCALDE(SA) DISTRITAL
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,ANA MARIA,SOLORZANO FLORES ,ELECCIONES GENERALES 2011,GANA PERU,2011,2016,CONGRESISTA
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,JOHNNY,CARDENAS CERRON,2011,PARTIDO NACIONALISTA PERUANO,2011,2016,CONGRESISTA
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,LEONIDAS,HUAYAMA NEIRA,2011,PARTIDO NACIONALISTA - GANA PERU,2011,2016,CONGRESISTA
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,TOMAS MARTIN,ZAMUDIO BRICEÑO,ELECCIONES  GENERALES 2011,PARTIDO NACIONALISTA PERUANO,2011,2016,CONGRESISTA
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,TOMAS MARTIN,ZAMUDIO BRICEÑO,ELECCIONES MUNICIPALES,IZQUIERDA UNIDA,1987,1990,REGIDOR(A) PROVINCIAL
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,TOMAS MARTIN,ZAMUDIO BRICEÑO,ELECCIONES GENERALES 2006,UPP - PARTIDO NACIONALISTA PERUANO,2010,2011,CONGRESISTA
PARTIDO POLITICO ORDEN,CONGRESISTA,DIOGENES AMARANTE,JUAREZ CAMPOS,ELECCIONES MUNICIPALES Y REGIONALES,PARTIDO APRISTA PERUANO,1990,1992,ALCALDE(SA) PROVINCIAL
PARTIDO POLITICO ORDEN,CONGRESISTA,ENITH SADITH,CHUQUIVAL SAAVEDRA,Elecciones Generales,Perú Posible,2001,2006,CONGRESISTA
PARTIDO POLITICO ORDEN,CONGRESISTA,JOSE LUIS,RISCO MONTALVAN,2001,UNIDAD NACIONAL,2001,2006,CONGRESISTA
PARTIDO POLITICO ORDEN,CONGRESISTA,JOSE LUIS,RISCO MONTALVAN,2001,UNIDAD NACIONAL,2001,2006,CONGRESISTA
PARTIDO POLITICO ORDEN,CONGRESISTA,JOSE LUIS,RISCO MONTALVAN,2001,UNIDAD NACIONAL,2001,2006,CONGRESISTA
PARTIDO POLITICO ORDEN,CONGRESISTA,JUAN BENITO,VALENCIA VARGAS,Elecciones Municipales Distrital,Partido Popular Cristiano,2007,2010,REGIDOR(A) DISTRITAL
PARTIDO POLITICO ORDEN,CONGRESISTA,ROMULO,MUCHO MAMANI,ELECCIONES GENERALES 2000,PERU POSIBLE,2000,2001,CONGRESISTA
PARTIDO POLITICO ORDEN,PRESIDENTE DE LA REPUBLICA,ANTERO,FLORES ARAOZ ESPARZA,1992,Partido Popular Cristiano -PPC,1992,1995,CONGRESISTA
PARTIDO POLITICO ORDEN,PRESIDENTE DE LA REPUBLICA,ANTERO,FLORES ARAOZ ESPARZA,1995,Partido Popular Cristiano -PPC,1995,2000,CONGRESISTA
PARTIDO POLITICO ORDEN,PRESIDENTE DE LA REPUBLICA,ANTERO,FLORES ARAOZ ESPARZA,2000,Perú Posible  (acuerdo con PPC),2000,2001,CONGRESISTA
PARTIDO POLITICO ORDEN,PRESIDENTE DE LA REPUBLICA,ANTERO,FLORES ARAOZ ESPARZA,2001,Unidad Nacional -PPC,2001,2006,CONGRESISTA
PARTIDO POLITICO ORDEN,PRIMER VICEPRESIDENTE DE LA REPUBLICA,ROMULO,MUCHO MAMANI,ELECCIONES GENERALES 2000,PERU POSIBLE,2000,2001,CONGRESISTA
PERU LIBERTARIO,CONGRESISTA,ALFREDO,PARIONA SINCHE,2006,MOVIMIENTO REGIONAL PICO,2007,2010,REGIDOR(A) DISTRITAL
PERU LIBERTARIO,CONGRESISTA,ALFREDO,PARIONA SINCHE,1998,AHORA PERU,1999,2002,REGIDOR(A) DISTRITAL
PERU LIBERTARIO,CONGRESISTA,ELENA ELIZABETH,POMACHE LEON,ELECCIONES MUNICIPALES,FRENTE TACNEÑISTA,2003,2006,REGIDOR(A) DISTRITAL
PERU LIBERTARIO,CONGRESISTA,GUSTAVO DACIO,ESPINOZA SOTO,2006,UNION POR EL PERU,2006,2009,CONGRESISTA
PERU LIBERTARIO,CONGRESISTA,ROGER,NAJAR KOKALLY,ELECCIONES GENERALES,UPP,2006,2011,CONGRESISTA
PERU LIBERTARIO,CONGRESISTA,WENCESLAO,HOLGUIN CUTE,CONSEJREO REGIONAL ,FIM,2003,2006,CONSEJERO REGIONAL
PERU LIBERTARIO,CONGRESISTA,WILSON FREDY,BARRANTES MENDOZA,ELECCIONES GENERALES 2011,JUSTICIA TEGNOLOGIA ECOLOGICA (JUSTE),2010,2011,ALCALDE(SA) DISTRITAL
PERU LIBERTARIO,PRESIDENTE DE LA REPUBLICA,VLADIMIR ROY,CERRON ROJAS,2010,MOVIMIENTO REGIONAL PERU LIBRE,2011,2014,GOBERNADOR(A) REGIONAL
PERU NACION,CONGRESISTA,JAVIER OTONIEL,PARDO NIMA,2011 ,Alianza por el gran cambio,2011,Actualidad,PARLAMENTARIO(A) ANDINO(A)
PERU NACION,CONGRESISTA,MOISES,ARISTA ESTACIO,2003,Movimiento Independiente Luchemos por Huanuco,2003,2006,CONSEJERO REGIONAL
PERU NACION,PRESIDENTE DE LA REPUBLICA,FRANCISCO ERNESTO,DIEZ-CANSECO TÁVARA,1985,Movimiento de Bases Hayistas,1985,1990,DIPUTADO(A)
PERU PATRIA SEGURA,CONGRESISTA,FERNANDO VICTOR,MACEDO MERCADO,-,M.I. JUNTOS POR EL DESARROLLO,1997,1998,REGIDOR(A) PROVINCIAL
PERU PATRIA SEGURA,CONGRESISTA,FERNANDO VICTOR,MACEDO MERCADO,1996-1998,M.I. JUNTOS PARA EL DESARROLLO,1997,1998,REGIDOR(A) PROVINCIAL
PERU PATRIA SEGURA,CONGRESISTA,LUIS ALBERTO,AYAUJA MALLMA,2011,FREPROI,2011,2014,REGIDOR(A) DISTRITAL
PERU PATRIA SEGURA,CONGRESISTA,RAUL ANDRES,POMA PALACIOS,Elecciones Regionales 1989,Fredemo,1990,1990,CONSEJERO REGIONAL
PERU PATRIA SEGURA,CONGRESISTA,TILER NIRO,MANRIQUE PRADO,PROCESO ELECTORAL MUNICIPAL,PARTIDO POPULAR CRISTIANO,2003,2006,ALCALDE(SA) DISTRITAL
PERU POSIBLE,CONGRESISTA,ANDRE XAVIER ANTONIO,ROMERO SANCHEZ,REVOCATORIA,PERÚ POSIBLE,2013,2013,REGIDOR(A) PROVINCIAL
PERU POSIBLE,CONGRESISTA,CIRO JERSY,CANCHUMANI SALOME,2010,MOVIMIENTO JUNIN SOSTENIBLE,2014,2014,REGIDOR(A) PROVINCIAL
PERU POSIBLE,CONGRESISTA,DALMACIO MODESTO,JULCA JARA ,ELECCIONES 2011,PERU POSIBLE,2011,2016,CONGRESISTA
PERU POSIBLE,CONGRESISTA,EDUARDO,SALHUANA CAVIDES,ELECCIONES GENERALES,RENACIMIENTO ANDINO,2001,2006,CONGRESISTA
PERU POSIBLE,CONGRESISTA,EDUARDO,SALHUANA CAVIDES,ELECCIONES CONGRESALES,IZQUIERDA UNIDAD,1990,1992,DIPUTADO(A)
PERU POSIBLE,CONGRESISTA,HILLMER HUMBERTO,REYES MURILLO,NUEVAS ELECCIONES LIMA 2013,PERÚ POSIBLE,2014,2014,REGIDOR(A) PROVINCIAL
PERU POSIBLE,CONGRESISTA,JESUS ALFREDO,TOVAR NOROÑA ,2010,PERU POSIBLE,2011,2014,REGIDOR(A) DISTRITAL
PERU POSIBLE,CONGRESISTA,JESUS ALFREDO,TOVAR NOROÑA ,2014,PERU POSIBLE,2015,Actualidad,REGIDOR(A) DISTRITAL
PERU POSIBLE,CONGRESISTA,JUAN DE DIOS,RAMIREZ CANCHARI,2001,PERÚ POSIBLE,2001,2006,CONGRESISTA
PERU POSIBLE,CONGRESISTA,JUAN DE DIOS,RAMIREZ CANCHARI,2000,PERÚ POSIBLE,2000,2001,CONGRESISTA
PERU POSIBLE,CONGRESISTA,MARIA DEL CARMEN,OMONTE DURAND,2011,Alianza Electoral Perú Posible,2011,2016,CONGRESISTA
PERU POSIBLE,CONGRESISTA,ODILON,SILVA LEON,1992,FOCEP,1993,1995,REGIDOR(A) PROVINCIAL
PERU POSIBLE,CONGRESISTA,OSCAR ROLANDO,MORALES VEGA ,1985,PARTIDO APRISTA PERUANO,1985,1990,CONGRESISTA
PERU POSIBLE,CONGRESISTA,PEDRO HECTOR,PARCO ESPINOZA,1995,MOVIMIENTO INDEPENDIENTE PERU PROFUNDO,1996,1998,REGIDOR(A) DISTRITAL
PERU POSIBLE,CONGRESISTA,RENNAN SAMUEL,ESPINOZA ROSALES ,2002,PERU POSIBLE,2003,2006,ALCALDE(SA) DISTRITAL
PERU POSIBLE,CONGRESISTA,RENNAN SAMUEL,ESPINOZA ROSALES ,2006,PERU POSIBLE,2007,2010,ALCALDE(SA) DISTRITAL
PERU POSIBLE,CONGRESISTA,RENNAN SAMUEL,ESPINOZA ROSALES ,2011,PERU POSIBLE,2011,2016,CONGRESISTA
PERU POSIBLE,CONGRESISTA,SILVIA,BARRERA VASQUEZ ,ELECCIONES 2010,PERU POSIBLE,2011,2014,ALCALDE(SA) DISTRITAL
PERU POSIBLE,CONGRESISTA,SILVIA,BARRERA VASQUEZ ,2006,RESTAURACION NACIONAL,2007,2010,REGIDOR(A) DISTRITAL
PERU POSIBLE,PRESIDENTE DE LA REPUBLICA,ALEJANDRO,TOLEDO MANRIQUE,2001,Peru Posible,2001,2006,PRESIDENTE(A)
PERU POSIBLE,PRIMER VICEPRESIDENTE DE LA REPUBLICA,FERNANDO MARCIAL,AYAIPOMA ALVARADO,2000,Partido Político Perú Posible,2000,2001,CONGRESISTA
PERU POSIBLE,PRIMER VICEPRESIDENTE DE LA REPUBLICA,FERNANDO MARCIAL,AYAIPOMA ALVARADO,2001,Partido Politico Peru Posible,2001,2006,CONGRESISTA
PERU POSIBLE,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,MARIA DEL CARMEN,OMONTE DURAND,2011,Alianza Electoral Perú Posible,2011,2016,CONGRESISTA
PERUANOS POR EL KAMBIO,CONGRESISTA,AUGUSTO,SIPION BARRIOS,ELECCION MUNICIPAL 2002,MOV. INDEP. SANTA ROSA SIEMPRE CONTIGO,2003,2006,ALCALDE(SA) DISTRITAL
PERUANOS POR EL KAMBIO,CONGRESISTA,AUGUSTO,SIPION BARRIOS,ELECCION MUNICIPAL 1998,MOV. INDEP. ADELANTE CHICLAYO,1999,2002,REGIDOR(A) DISTRITAL
PERUANOS POR EL KAMBIO,CONGRESISTA,CARLOS RICARDO,BRUCE MONTES DE OCA,2011,PERU POSIBLE,2011,2016,CONGRESISTA
PERUANOS POR EL KAMBIO,CONGRESISTA,CARLOS RICARDO,BRUCE MONTES DE OCA,2006,PERU POSIBLE,2006,2011,CONGRESISTA
PERUANOS POR EL KAMBIO,CONGRESISTA,CARMEN,CHIROQUE PAICO,ELECCIONES MUNICIPALES 2006,MOVIMIENTO REGIONAL TODOS POR TUMBES,2007,2010,ALCALDE(SA) DISTRITAL
PERUANOS POR EL KAMBIO,CONGRESISTA,CARMEN ROSA,NUÑEZ CAMPOS,ELECCIONES GENERALES (ACCESITARIA),ALIANZA SOLIDARIDAD NACIONAL,2014,2016,CONGRESISTA
PERUANOS POR EL KAMBIO,CONGRESISTA,CECILIA ROXANA,TAIT VILLACORTA,2001-2006,PERU POSIBLE,2001,2006,CONGRESISTA
PERUANOS POR EL KAMBIO,CONGRESISTA,CECILIA ROXANA,TAIT VILLACORTA,2000- 2001,PERU POSIBLE,2000,2001,CONGRESISTA
PERUANOS POR EL KAMBIO,CONGRESISTA,CECILIA ROXANA,TAIT VILLACORTA,2011- 2016,PERU POSIBLE,2011,Actualidad,CONGRESISTA
PERUANOS POR EL KAMBIO,CONGRESISTA,CECILIA ROXANA,TAIT VILLACORTA,ELECCION MUNICIPAL 1998,VAMOS VECINO,1999,2000,REGIDOR(A) DISTRITAL
PERUANOS POR EL KAMBIO,CONGRESISTA,CELINA,PALOMINO SULCA,ELECCIONES GENERALES 2001,PERU POSIBLE,2001,2006,CONGRESISTA
PERUANOS POR EL KAMBIO,CONGRESISTA,DONATO,DIAZ AYALA,2007-2010,SIEMPRE UNIDOS,2007,2010,REGIDOR(A) DISTRITAL
PERUANOS POR EL KAMBIO,CONGRESISTA,DONATO,DIAZ AYALA,2011-2014,SIEMPRE UNIDOS,2011,2014,REGIDOR(A) DISTRITAL
PERUANOS POR EL KAMBIO,CONGRESISTA,EDGAR DAVID,VILLANUEVA NUÑEZ,ELECCIONES MUNICIPALES 1999,MOVIMIENTO REGIONAL TODAS LAS SANGRES,1999,2001,ALCALDE(SA) PROVINCIAL
