ORGANIZACION_POLITICA,NOMBRE_COMPLETO,LUGAR_POSTULA,SEXO
ALIANZA POPULAR,YHUSLEY KERIBAN ANGULO ANGULO,CAJAMARCA  ,FEMENINO
ALIANZA POPULAR,PABLO ABEL REYES CALDERON,LIMA  ,MASCULINO
ALIANZA POPULAR,MANUEL ISIDRO VASQUEZ FLORES ,CAJAMARCA  ,MASCULINO
ALIANZA POPULAR,ELMER CAMPOS CHAVEZ,CAJAMARCA  ,MASCULINO
ALIANZA POPULAR,ROSA YRIS MEDINA FEIJOO,TUMBES  ,FEMENINO
ALIANZA POPULAR,LENIN HAROLD AVILA SILVA,TUMBES  ,MASCULINO
ALIANZA POPULAR,FRANKLIN HUMBERTO SANCHEZ ORTIZ ,TUMBES  ,MASCULINO
ALIANZA POPULAR,FERNANDO ALFARO JIMENEZ ,LA LIBERTAD  ,MASCULINO
ALIANZA POPULAR,FREDDY ALBERTO GHILARDI ALVAREZ,ANCASH  ,MASCULINO
ALIANZA POPULAR,ELIZABETH YOLANDA FLORES DE LA CRUZ,ANCASH  ,FEMENINO
ALIANZA POPULAR,FLOR DE MARIA TRUJILLO MARCELO,ANCASH  ,FEMENINO
ALIANZA POPULAR,RONALD RAUL CONTRERAS ALVAREZ,ANCASH  ,MASCULINO
ALIANZA POPULAR,VIRGINIO CARRANZA DOMINGUEZ,CALLAO  ,MASCULINO
ALIANZA POPULAR,AIDA NALDY CLOTILDE SOTOMAYOR GARCIA VDA DE ESTERRIPA,CALLAO  ,FEMENINO
ALIANZA POPULAR,ARTURO MARTIN VILLANUEVA GUANILO ,CALLAO  ,MASCULINO
ALIANZA POPULAR,JOHNNY IZQUIERDO ZEVALLOS,UCAYALI  ,MASCULINO
ALIANZA POPULAR,LUIS BELTRAN BARRA PACHECO,APURIMAC  ,MASCULINO
ALIANZA POPULAR,LUISA SOTELO LUNA ,APURIMAC  ,FEMENINO
ALIANZA POPULAR,VICTOR FRANCISCO TORRES JIMENEZ,PASCO  ,MASCULINO
ALIANZA POPULAR,CESAR IGNACIO ROMERO VERDE,PASCO  ,MASCULINO
ALIANZA POPULAR,AYDEE ALBERTINA LOPEZ PEREZ ,PASCO  ,FEMENINO
ALIANZA POPULAR,RAUL GUALBERTO CARRASCO CASTRO,PIURA  ,MASCULINO
ALIANZA POPULAR,AMELIA UGARTE QUIROZ CURO DE SOTOMAYOR,PIURA  ,FEMENINO
ALIANZA POPULAR,JUVAL MARTIN CORDOVA PALACIOS,PIURA  ,MASCULINO
ALIANZA POPULAR,MIGUEL LUIS GUEVARA TRELLES ,PIURA  ,MASCULINO
ALIANZA POPULAR,LUISA TERESA PAREDES SANDOVAL,PIURA  ,FEMENINO
ALIANZA POPULAR,ADELA YRENE CORDOVA ALCARAZO ,PIURA  ,FEMENINO
ALIANZA POPULAR,ENRIQUE MERINO CRUZ ,PIURA  ,MASCULINO
ALIANZA POPULAR,MARITZA CASTRO TAVARA,PUNO  ,FEMENINO
ALIANZA POPULAR,VICTOR GERMAN BOLUARTE MEDINA ,CUSCO  ,MASCULINO
ALIANZA POPULAR,ENRIQUE MELGAR MOSCOSO ,TACNA  ,MASCULINO
ALIANZA POPULAR,JESUS ARTURO ESPINOZA CERRON ,ANCASH  ,MASCULINO
ALIANZA POPULAR,RAFAEL JULIO ANTONIO OCAÑA MELGAREJO,LIMA  ,MASCULINO
ALIANZA POPULAR,JACK GARY SALAZAR VELAZQUE,AMAZONAS  ,MASCULINO
ALIANZA POPULAR,ROSA LILIANA TORRES CASTILLO ,LIMA LIMA ,FEMENINO
ALIANZA POPULAR,MILUSKA FIORELLA CARHUAYANO FLORES,LIMA  ,FEMENINO
ALIANZA POPULAR,WERCHIMANS ARELLANO SUSANO,LIMA LIMA ,MASCULINO
ALIANZA POPULAR,MARIA DEL CARMEN CASAS SEPULVEDA,LIMA LIMA ,FEMENINO
ALIANZA POPULAR,MARIA ELISA SALDAÑA RAMIREZ,LORETO  ,FEMENINO
ALIANZA POPULAR,YVAN ENRIQUE VASQUEZ VALERA,LORETO  ,MASCULINO
ALIANZA POPULAR,JOSE AUGUSTO VARGAS FERNANDEZ,LORETO  ,MASCULINO
ALIANZA POPULAR,SHARON VANESSA ORE RENGIFO,MADRE DE DIOS  ,FEMENINO
ALIANZA POPULAR,SIMON LLAVILLA QUISPE,MADRE DE DIOS  ,MASCULINO
ALIANZA POPULAR,JUDITH PANCORBO SALAS,LORETO  ,FEMENINO
ALIANZA POPULAR,GRACIELA NORA DIAZ DUEÑAS,MOQUEGUA  ,FEMENINO
ALIANZA POPULAR,HUGO IVAN POLO POLO,MOQUEGUA  ,MASCULINO
ALIANZA POPULAR,ANDREA ALICIA CHAPARRO HUALPA,TACNA  ,FEMENINO
ALIANZA POPULAR,EVELIN ORCON HUAMAN,LIMA  ,FEMENINO
ALIANZA POPULAR,PILAR MELGAR GUTIERREZ,AMAZONAS  ,FEMENINO
ALIANZA POPULAR,DOYLE ACOSTA BACA,LIMA  ,MASCULINO
ALIANZA POPULAR,JAVIER RENATO MORAN MORAN,LIMA  ,MASCULINO
ALIANZA POPULAR,LUCIANA MILAGROS LEON ROMERO,LIMA  ,FEMENINO
ALIANZA POPULAR,ANDREA YOLANDA ANITA LANATA DENTONE,LIMA  ,FEMENINO
ALIANZA POPULAR,JESSICA ARMIDA VARGAS GOMEZ,LIMA  ,FEMENINO
ALIANZA POPULAR,RAUL EDUARDO CASTRO STAGNARO ,LIMA  ,MASCULINO
ALIANZA POPULAR,ANDREA VARGAS SORIA,UCAYALI  ,FEMENINO
ALIANZA POPULAR,SILVANA ANTONELLA GONZALES LOPEZ,CUSCO  ,FEMENINO
ALIANZA POPULAR,BELIZARIO MIGUEL GONZALES HUAPAYA ,LIMA  ,MASCULINO
ALIANZA POPULAR,JOSE MARTIN FORT BELLINA ,LIMA  ,MASCULINO
ALIANZA POPULAR,JAVIER ALONSO BEDOYA DE VIVANCO ,LIMA  ,MASCULINO
ALIANZA POPULAR,CLAUDE MAURICE MULDER BEDOYA ,LIMA  ,MASCULINO
ALIANZA POPULAR,SARITA SOBEYDA QUISPE MARCA ,CALLAO  ,FEMENINO
ALIANZA POPULAR,JORGE ALFONSO ALEJANDRO DEL CASTILLO GALVEZ,LIMA  ,MASCULINO
ALIANZA POPULAR,MAVILA ESTHER VASQUEZ DIAZ,LAMBAYEQUE  ,FEMENINO
ALIANZA POPULAR,ALVARO JUANITO QUISPE PEREZ,LIMA  ,MASCULINO
ALIANZA POPULAR,ELSA CARMEN BENAVENTE SALAZAR,HUANCAVELICA  ,FEMENINO
ALIANZA POPULAR,JUAN CARLOS SANCHEZ MONTES DE OCA,LIMA  ,MASCULINO
ALIANZA POPULAR,CAROLINA MARIA MC CALLOCK SILVA,LIMA  ,FEMENINO
ALIANZA POPULAR,DANIEL AURELIO PARODI REVOREDO,LIMA  ,MASCULINO
ALIANZA POPULAR,DIEGO ARMANDO MARCOS ARTEAGA,LIMA  ,MASCULINO
ALIANZA POPULAR,JANE MARGARITA COSAR CAMACHO,LIMA  ,FEMENINO
ALIANZA POPULAR,PAUL ERWIN PFLÜCKER FAVERON ,LIMA  ,MASCULINO
ALIANZA POPULAR,ALFREDO ARCADIO LOZADA BONILLA ,LIMA  ,MASCULINO
ALIANZA POPULAR,ARTURO ESDRAS VALVERDE PASTOR ,LIMA  ,MASCULINO
ALIANZA POPULAR,ELIAS NICOLAS RODRIGUEZ ZAVALETA,LA LIBERTAD  ,MASCULINO
ALIANZA POPULAR,MOISES ELIAS MONTENEGRO LOPEZ,LAMBAYEQUE  ,MASCULINO
ALIANZA POPULAR,CESAR BENJAMIN MUÑOZ VASQUEZ,CAJAMARCA  ,MASCULINO
ALIANZA POPULAR,CARLOS ALFONSO CASSARO MERINO ,CAJAMARCA  ,MASCULINO
ALIANZA POPULAR,ANGEL JAVIER VELASQUEZ QUESQUEN,LAMBAYEQUE  ,MASCULINO
ALIANZA POPULAR,SALOMON ALIAGA PEREZ,UCAYALI  ,MASCULINO
ALIANZA POPULAR,ELMER MIGUEL HIDALGO MEDINA,LIMA LIMA ,MASCULINO
ALIANZA POPULAR,MIGUEL DE LOS REYES ROSAS SILVA,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,HILDER EDUARDO SILVANO AHUANARI,LORETO  ,MASCULINO
DEMOCRACIA DIRECTA,YSELA GAVIDIA RACUA,MADRE DE DIOS  ,FEMENINO
DEMOCRACIA DIRECTA,MARIA ROSA SANCHEZ JARANDILLA ,LIMA  ,FEMENINO
DEMOCRACIA DIRECTA,JUAN JOSE CHAMBILLA VENTURA,MOQUEGUA  ,MASCULINO
DEMOCRACIA DIRECTA,LUIS ENRIQUE GABRIEL SANTOS,PASCO  ,MASCULINO
DEMOCRACIA DIRECTA,KETTY MABEL USURIAGA REQUIZ,PASCO  ,FEMENINO
DEMOCRACIA DIRECTA,SILVIA CAROLINA NOLE GARCIA,PIURA  ,FEMENINO
DEMOCRACIA DIRECTA,FEDERICO IBAÑES MATICORENA,PIURA  ,MASCULINO
DEMOCRACIA DIRECTA,JOSE VICENTE GARCIA CASTILLO,PIURA  ,MASCULINO
DEMOCRACIA DIRECTA,LUIS DICSON SANCHEZ ABAD,TUMBES  ,MASCULINO
DEMOCRACIA DIRECTA,GUIDALTE ZAVALA RIVERA,PIURA  ,MASCULINO
DEMOCRACIA DIRECTA,ROSA ALICIA MENDOZA CRESPO,PIURA  ,FEMENINO
DEMOCRACIA DIRECTA,JOSE GROVAS GONZALES,CUSCO  ,MASCULINO
DEMOCRACIA DIRECTA,HUGO ISAAC CCAHUANA AYMACHOQUE,MADRE DE DIOS  ,MASCULINO
DEMOCRACIA DIRECTA,WERNER MAXIMO SALCEDO ALVAREZ,CUSCO  ,MASCULINO
DEMOCRACIA DIRECTA,MAXIMO TOMAS SALCEDO MEZA ,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,DOMINGO WILLIAM ANCCASI LOPEZ,HUANCAVELICA  ,MASCULINO
DEMOCRACIA DIRECTA,ANDRES SULLCARAY BENITO,HUANCAVELICA  ,MASCULINO
DEMOCRACIA DIRECTA,CARMELA CARBAJAL OTAROLA ,HUANCAVELICA  ,FEMENINO
DEMOCRACIA DIRECTA,ANDREA LIA VALDERRAMA CAMPOS ,LIMA  ,FEMENINO
DEMOCRACIA DIRECTA,ROSA LUZ RAMIREZ PONCE ,HUANUCO  ,FEMENINO
DEMOCRACIA DIRECTA,SEGUNDINA RUFINA VENTURA HINOSTROZA,ICA  ,FEMENINO
DEMOCRACIA DIRECTA,MANUEL INOCENTE BAUTISTA CASIANO ,CALLAO  ,MASCULINO
DEMOCRACIA DIRECTA,JOSE NESPITO VASQUEZ HUAMAN,ICA  ,MASCULINO
DEMOCRACIA DIRECTA,WILLIAM JUNIOR SANCHEZ TORRES ,ICA  ,MASCULINO
DEMOCRACIA DIRECTA,ELSA CELIA ANICAMA ÑAÑEZ ,ICA  ,FEMENINO
DEMOCRACIA DIRECTA,PATRICIA HUAMAN ATENCIO ,LIMA  ,FEMENINO
DEMOCRACIA DIRECTA,SILVIA YESENIA CONTRERAS LAZO,JUNIN  ,FEMENINO
DEMOCRACIA DIRECTA,SAMARITANA MARIN ASTO,JUNIN  ,FEMENINO
DEMOCRACIA DIRECTA,CARLOS ALBERTO LUDECINO MARTINEZ MARQUEZ ,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,AMANDO LUCIO VICENTE ZENTENO FLORES ,JUNIN  ,MASCULINO
DEMOCRACIA DIRECTA,ROBERTO CARLOS CHAVARRIA VILCATOMA,JUNIN  ,MASCULINO
DEMOCRACIA DIRECTA,MARIA VIRGINIA CLEOFE ALVARADO LEON,LA LIBERTAD  ,FEMENINO
DEMOCRACIA DIRECTA,DIOMEDES DE LA CRUZ CASTRO ,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,FAUSTINO ELENO GUEVARA VASQUEZ,LA LIBERTAD  ,MASCULINO
DEMOCRACIA DIRECTA,MARIA LIDIA AGUILAR RODRIGUEZ,LA LIBERTAD  ,FEMENINO
DEMOCRACIA DIRECTA,ANANIAS WILDER NARRO CULQUE,ANCASH  ,MASCULINO
DEMOCRACIA DIRECTA,ROGER ANTONIO ALCANTARA PAREDES ,LIMA LIMA ,MASCULINO
DEMOCRACIA DIRECTA,ANDRES AVELINO ALCANTARA PAREDES,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,ENRIQUE SIGIFREDO PEREDA VILLENA,LA LIBERTAD  ,MASCULINO
DEMOCRACIA DIRECTA,VICTOR FERNANDO TERRONES MAYTA ,LIMA LIMA ,MASCULINO
DEMOCRACIA DIRECTA,SERGIO AUGUSTO BOBADILLA ALVARADO,LA LIBERTAD  ,MASCULINO
DEMOCRACIA DIRECTA,YSMENE DARLY VARGAS CORDOVA,LAMBAYEQUE  ,FEMENINO
DEMOCRACIA DIRECTA,JOSE MANUEL CARLOS VALERIANO,LAMBAYEQUE  ,MASCULINO
DEMOCRACIA DIRECTA,JOSE MIGUEL ANGEL CORTEZ VIGO,LAMBAYEQUE  ,MASCULINO
DEMOCRACIA DIRECTA,ROBINSON REQUEJO VILLALOBOS,LAMBAYEQUE  ,MASCULINO
DEMOCRACIA DIRECTA,JOSE DEMETRIO QUIÑONES COLCHADO ,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,HUMPHREY ZAVALLA NACION,PASCO  ,MASCULINO
DEMOCRACIA DIRECTA,NELLY MERCEDES VILCA QUISPE,LIMA  ,FEMENINO
DEMOCRACIA DIRECTA,PETER ALEJANDRO ARQUE RAFAEL ,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,VLADIMIRO DEL CASTILLO NARRO ,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,JUAN PABLO LA ROSA GALLARDO ,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,HUGO ALEJANDRO LAREDO MEDINA ,HUANUCO  ,MASCULINO
DEMOCRACIA DIRECTA,IRENE MARTHA QUISPE TABOADA,CUSCO  ,FEMENINO
DEMOCRACIA DIRECTA,JOSE DAVID COVEÑAS CARRASCO ,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,GUSTAVO ALEXANDER FUERTES ZORRILLA ,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,CESAR AUGUSTO BAZAN RUBIO ,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,AIDA LUZ MAGCHIA RODRIGUEZ ,LIMA LIMA ,FEMENINO
DEMOCRACIA DIRECTA,MAX ALEX VASQUEZ SALAZAR,UCAYALI  ,MASCULINO
DEMOCRACIA DIRECTA,FELIPA DELIA TRUJILLO ALPAJA ,CALLAO  ,FEMENINO
DEMOCRACIA DIRECTA,SANTA ILUMINA LANDEO CHIPANA ,CALLAO  ,FEMENINO
DEMOCRACIA DIRECTA,PATRICIA AMALIA YARIHUAMAN QUIROZ ,LIMA  ,FEMENINO
DEMOCRACIA DIRECTA,RAUL ADOLFO ARIAS RAMOS ,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,JOHN FITZGERALD MENDEZ RODRIGUEZ ,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,ENRIQUE MANUEL CASTAÑEDA TELLO ,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,LUIS ALONSO BALVIN ÑAHUIS,JUNIN  ,MASCULINO
DEMOCRACIA DIRECTA,ANGEL DE LA CRUZ PASTRANA LEON,UCAYALI  ,MASCULINO
DEMOCRACIA DIRECTA,LILA LUCERO CASAS CHUQUISPUMA ,LIMA LIMA ,FEMENINO
DEMOCRACIA DIRECTA,GRIMALDO CARBAJAL NOREÑA ,CALLAO  ,MASCULINO
DEMOCRACIA DIRECTA,SEVERIANO HIGOR RODRIGUEZ TORRES ,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,SANTIAGO FLORES LOZA ,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,INGRID PATRICIA PEREZ FERNANDEZ,LORETO  ,FEMENINO
DEMOCRACIA DIRECTA,CESAR JUAN CORAL GARCIA,LORETO  ,MASCULINO
DEMOCRACIA DIRECTA,ROBERTO INCHAUSTEGUI GONZALES ,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,MARGARITA MORI NAVARRO,LORETO  ,FEMENINO
DEMOCRACIA DIRECTA,RODIL ROJAS DAHUA ,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,ELVIS RAUL MAMANI CALSIN,MOQUEGUA  ,MASCULINO
DEMOCRACIA DIRECTA,JUAN JOSE GOYZUETA BEJAR,MADRE DE DIOS  ,MASCULINO
DEMOCRACIA DIRECTA,DINA NATTY ROMERO SALCEDO,PUNO  ,FEMENINO
DEMOCRACIA DIRECTA,MARIA YOLANDA CRISISTO AYCAYA,PUNO  ,FEMENINO
DEMOCRACIA DIRECTA,FREDY FELIPE MAMANI QUILLA,PUNO  ,MASCULINO
DEMOCRACIA DIRECTA,HERMES EVELIO CAUNA MORALES ,PUNO  ,MASCULINO
DEMOCRACIA DIRECTA,JAIME NUÑEZ HUAHUASONCCO,PUNO  ,MASCULINO
DEMOCRACIA DIRECTA,JUAN CARLOS GONZALES CALLA,AREQUIPA  ,MASCULINO
DEMOCRACIA DIRECTA,SIMON CHIPANA HUANCA,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,LUIS SALOMON VALDEZ RODRIGUEZ,AMAZONAS  ,MASCULINO
DEMOCRACIA DIRECTA,AUGOSTINA MAYAN APIKAI,AMAZONAS  ,FEMENINO
DEMOCRACIA DIRECTA,ZEBELIO KAYAP JEMPEKIT ,AMAZONAS  ,MASCULINO
DEMOCRACIA DIRECTA,ALIOSI ANTONIA CANCAN OLEA,ANCASH  ,FEMENINO
DEMOCRACIA DIRECTA,MARIBEL CARTAGENA DEL AGUILA,UCAYALI  ,FEMENINO
DEMOCRACIA DIRECTA,JOVITA REATEGUI CUMAPA,SAN MARTIN  ,FEMENINO
DEMOCRACIA DIRECTA,MARIA DEL ROSARIO CUNIA PUTPAÑA,SAN MARTIN  ,FEMENINO
DEMOCRACIA DIRECTA,OSCAR REINERIO SEGUNDO CARDENAS BARTRA,SAN MARTIN  ,MASCULINO
DEMOCRACIA DIRECTA,OSCAR ELIAS QUINTO CARDENAS BARTRA ,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,ELEUTERIO TORREJON PEZO,SAN MARTIN  ,MASCULINO
DEMOCRACIA DIRECTA,MARCELO CARLOS CARRERA ,HUANUCO  ,MASCULINO
DEMOCRACIA DIRECTA,JULIO CESAR MALDONADO ALBARRACIN,LA LIBERTAD  ,MASCULINO
DEMOCRACIA DIRECTA,MARIA LOURDES COARITE LAURA,TACNA  ,FEMENINO
DEMOCRACIA DIRECTA,RICHARD HECTOR BLANCO CLAROS,TACNA  ,MASCULINO
DEMOCRACIA DIRECTA,EDGAR NELSON QUISPE FLORES,TACNA  ,MASCULINO
DEMOCRACIA DIRECTA,TALIA ANTIA VEGA SOLOGUREN ,LIMA  ,FEMENINO
DEMOCRACIA DIRECTA,LUSDAY LIBERTAD VEGA APONTE DE MARTINEZ,PIURA  ,FEMENINO
DEMOCRACIA DIRECTA,ZAIRA JENNIFER COLLAZOS REGALADO,TUMBES  ,FEMENINO
DEMOCRACIA DIRECTA,LUZ ANGELICA SOLANO HARO ,LIMA  ,FEMENINO
DEMOCRACIA DIRECTA,TRINATORIO DARIO VARGAS ARCE,ANCASH  ,MASCULINO
DEMOCRACIA DIRECTA,GINA MARIA DEL ROCIO CALVO BARRANTES,LA LIBERTAD  ,FEMENINO
DEMOCRACIA DIRECTA,KETTY FLOR CASTILLO PADILLA,ANCASH  ,FEMENINO
DEMOCRACIA DIRECTA,LEONIDAS TEODORO RODRIGUEZ ALTAMIRANO,ANCASH  ,MASCULINO
DEMOCRACIA DIRECTA,CARLOS JACINTO BRITO VEGA ,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,MANUEL GODOFREDO JIMENEZ CASTILLO,TUMBES  ,MASCULINO
DEMOCRACIA DIRECTA,FREDDY MERMA DAMIAN ,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,DAVID ORESTES GONZALES MACHADO ,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,JAMES FLORES ACUÑA ,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,LUISA USTUA GUILLEN VDA DE VILLEGAS,APURIMAC  ,FEMENINO
DEMOCRACIA DIRECTA,CIRILO HERRERA TAIPE,APURIMAC  ,MASCULINO
DEMOCRACIA DIRECTA,GERARDINA TORRES TOLEDO ,LIMA  ,FEMENINO
DEMOCRACIA DIRECTA,JACKELINE NATALIE ALVAREZ PAREDES ,LIMA  ,FEMENINO
DEMOCRACIA DIRECTA,RAUL SANCHEZ MIRANDA,AREQUIPA  ,MASCULINO
DEMOCRACIA DIRECTA,EDY HERACLIO HERNANDEZ CARDENAS,AREQUIPA  ,MASCULINO
DEMOCRACIA DIRECTA,ANNABELLA VILLEGAS DE CAYRO,AREQUIPA  ,FEMENINO
DEMOCRACIA DIRECTA,YOHANA HELEN VILCA FLORES,MOQUEGUA  ,FEMENINO
DEMOCRACIA DIRECTA,ILDIFONSO EXALTACION GONZALES VILCA,AREQUIPA  ,MASCULINO
DEMOCRACIA DIRECTA,MARIA ISABEL ESCOBAR MAMANI,AREQUIPA  ,FEMENINO
DEMOCRACIA DIRECTA,ILIA SANDRA ESPINOZA MANRIQUE DE LARA ,LIMA  ,FEMENINO
DEMOCRACIA DIRECTA,MELISSA PERALTA ORELLANA,AYACUCHO  ,FEMENINO
DEMOCRACIA DIRECTA,ERNESTO QUISPE HUASHUAYO,AYACUCHO  ,MASCULINO
DEMOCRACIA DIRECTA,EDGAR ELVER CHAVEZ ARONES,AYACUCHO  ,MASCULINO
DEMOCRACIA DIRECTA,LUIS LUCHO ROJAS HUAMANI ,LIMA  ,MASCULINO
DEMOCRACIA DIRECTA,HERNAN DE LA CRUZ ENCISO,APURIMAC  ,MASCULINO
DEMOCRACIA DIRECTA,VANESSA YANINA CUBAS VASQUEZ,LAMBAYEQUE  ,FEMENINO
DEMOCRACIA DIRECTA,WALTER BENAVIDES GAVIDIA ,CAJAMARCA  ,MASCULINO
DEMOCRACIA DIRECTA,JORGE ANTONIO RIMARACHIN CABRERA,CAJAMARCA  ,MASCULINO
DEMOCRACIA DIRECTA,YDELSO HERNANDEZ LLAMO,CAJAMARCA  ,MASCULINO
DEMOCRACIA DIRECTA,JOSE CELIZ VASQUEZ ,CAJAMARCA  ,MASCULINO
DEMOCRACIA DIRECTA,ELAR NILTON TORRES QUIROZ,PIURA  ,MASCULINO
DEMOCRACIA DIRECTA,CARMITA CALVA GUERRERO ,CAJAMARCA  ,FEMENINO
DEMOCRACIA DIRECTA,YENI PAOLA BARRAZUETA LARREATEGUI,CAJAMARCA  ,FEMENINO
DEMOCRACIA DIRECTA,FANY ROSSEMERY SARMIENTO POLO ,LIMA  ,FEMENINO
DEMOCRACIA DIRECTA,LUIS ALBERTO AYQUIPA ZELA,CUSCO  ,MASCULINO
DEMOCRACIA DIRECTA,MARI LUZ CARHUASUICA TAPIA,CUSCO  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",VERONICA MELANIA RIOS CALIZAYA ,MOQUEGUA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ROSA MENDOZA CCAHUANA,PUNO  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",BRIGIDA CURO BUSTINCIO,PUNO  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JAVIER FLORES SUCAPUCA ,ICA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ORACIO ANGEL PACORI MAMANI,PUNO  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",EDILBERTO CURRO LOPEZ,PUNO  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",AURELIO CHOQUEHUANCA CONDORI,PUNO  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ZOILO MAICELO SALON ,AMAZONAS  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",SANTIAGO MANUIN VALERA ,AMAZONAS  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ADOLFO LAURIANO HORMAZA DEL CASTILLO,UCAYALI  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",SONIA MALCA SILVA ,LIMA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",LUZ AGNESZKA VALENCIA CHAVEZ ,TACNA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JORGE ANDRES CASTRO BRAVO ,TACNA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",BLANCA AZUCENA JIMENEZ COBEÑA ,TUMBES  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JOSE OLIVOS VINCES ,TUMBES  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ZENAIDA JULIA COLONIA SOLANO,LIMA LIMA ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",RUBEN DARION VEGA MATOS ,LIMA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JESUS ARMIDA HUERTA GONZALES ,LIMA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",VICENTE CARLOS CHOQUE HUARCAYA ,LIMA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JAVIER CASTRO ZAVALETA ,ANCASH  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",LEONCIO EGUSQUIZA SANCHEZ,LAMBAYEQUE  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JUAN ISAIAS TORRES POLO ,LIMA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",KATTY MARYORI LINO MUÑOZ,LIMA LIMA ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JESUS AUREA BERNUY NEIRA,CALLAO  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",WENCESLAO ANDRES RAMOS OCHOA,CALLAO  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",MARTIN ARNALDO MORALES TORRES ,CALLAO  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",MIGUEL ANGEL ZUMAETA GONZALES ,ANCASH  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",RICHARD ARCE CACERES,APURIMAC  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",MERCEDES CEBRIAN RINCON ,APURIMAC  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ORESTES QUINO TICA,MADRE DE DIOS  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ANDINA MARIACA PEÑA ,ICA  ,FEMENINO
