ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,INSTITUCION,CARGO,ANIO_INICIO,ANIO_FINAL
FUERZA POPULAR,CONGRESISTA,LILIANA MILAGROS,TAKAYAMA JIMENEZ ,Ilustre Colegio de Abogados de Lambayeque,Presidenta de la Comisión Revisora de Cuentas,2011,2012
FUERZA POPULAR,CONGRESISTA,LIZBETH HILDA,ROBLES URIBE ,Fuerza Popular,Candidata a Consejera Regional,2014,2014
FUERZA POPULAR,CONGRESISTA,LIZBETH HILDA,ROBLES URIBE ,Movimiento Patria Joven,Candidata a Regidora Distrital,2010,2010
FUERZA POPULAR,CONGRESISTA,LUCIANO NELSON,MARTINEZ TALAVERA ,Comisión de Regantes,Presidente,2008,2016
FUERZA POPULAR,CONGRESISTA,LUCIANO NELSON,MARTINEZ TALAVERA ,Junta Usuarios P. Majes ,Presidente,2014,2016
FUERZA POPULAR,CONGRESISTA,LUIS ALBERTO,YIKA GARCIA ,CLUB DE LEONES DE TRUJILLO,PRESIDENTE,2015,2016
FUERZA POPULAR,CONGRESISTA,LUIS ALBERTO,YIKA GARCIA ,ASOCIACION DE OFICIALES DEL EJERCITO EN SITUACION DE RETIRO - LA LIBERTAD,PRESIDENTE,2007,2015
FUERZA POPULAR,CONGRESISTA,LUIS ENRIQUE,OTOYA TRELLES,TRIBUNAL DE ETICA SOCIEDAD NACIONAL DE RADIO Y TELEVISIÓN ,PRESIDENTE,2011,2014
FUERZA POPULAR,CONGRESISTA,LUIS ENRIQUE,OTOYA TRELLES,CONAR - CONSEJO NACIONAL AUTORREGULACION PUBLICITARIA ,PRESIDENTE,2010,Actualidad
FUERZA POPULAR,CONGRESISTA,LUIS FERNANDO,GALARRETA VELARDE,ASOCION CIVIL PRO DEBER,PRESIDENTE EJECUTIVO,2005,Actualidad
FUERZA POPULAR,CONGRESISTA,MAGDALENA DEL ROSARIO,QUEPUY IZARRA,HOSPITAL REGIONAL LAMBAYEQUE,SECRETARIA GENERAL,2015,2016
FUERZA POPULAR,CONGRESISTA,MARIA ASUNCION,TAVARA POLO DE NEYRA,Comite Mujeres Por Piura,Vice Presidenta,2015,Actualidad
FUERZA POPULAR,CONGRESISTA,MARIA ASUNCION,TAVARA POLO DE NEYRA,JUNTA VECINAL COMUNAL AA.HH. EL OBRERO,PRESIDENTA,2007,2009
FUERZA POPULAR,CONGRESISTA,MARIA CRISTINA,MELGAREJO PAUCAR ,FRENTE DE DEFENSA,PRESIDENTE,2011,2012
FUERZA POPULAR,CONGRESISTA,MARITA,HERRERA AREVALO ,Mesa Técnica del Cacao Región Amazonas,Coordinadora,2013,2015
FUERZA POPULAR,CONGRESISTA,MARITA,HERRERA AREVALO ,Ecotierra,Gestor Bonos de Carbono,2011,2012
FUERZA POPULAR,CONGRESISTA,MARTIRES,LIZANA SANTOS ,Hermandad del Señor de la Exaltacion,Presidente,2013,2014
FUERZA POPULAR,CONGRESISTA,MAURICIO,MIRANDA VARGAS FANO ,Club de Leones El Olivar de San Isidro,2do vicepresidente,2014,2015
FUERZA POPULAR,CONGRESISTA,MAURICIO,MIRANDA VARGAS FANO ,Oftalmo Lima SAC,Gerente General,2012,Actualidad
FUERZA POPULAR,CONGRESISTA,MILAGROS EMPERATRIZ,SALAZAR DE LA TORRE,COLEGIO DE ENFERMEROS ,DECANO DEL CONSEJO REGIONAL III - LIMA METROPOLITANA,2015,Actualidad
FUERZA POPULAR,CONGRESISTA,OSWALDO,LUIZAR OBREGON ,COLEGIO DE FÍSICOS DEL PERÚ,DECANO NACIONAL,2012,2014
FUERZA POPULAR,CONGRESISTA,PERCY ELOY,ALCALA MATEO,CLUB WALTER ORMEÑO,PRESIDENTE,2013,2014
FUERZA POPULAR,CONGRESISTA,RENE GUILLERMO SIMON,MANRIQUE CUSIRRAMOS ,Confederación Nacional de Cooperativas del Perú,Presidente consejo administración,2011,2016
FUERZA POPULAR,CONGRESISTA,RENE GUILLERMO SIMON,MANRIQUE CUSIRRAMOS ,ServiPerú,Vocal del Consejo de administración,2015,Actualidad
FUERZA POPULAR,CONGRESISTA,ROBERTO CARLOS MARTIN,ACRI SANCHEZ,ASOCIACIÓN DEPORTIVA A.B. LEGUIA,PRESIDENTE,2014,2016
FUERZA POPULAR,CONGRESISTA,ROBERTO CARLOS MARTIN,ACRI SANCHEZ,ASOCIACIÓN DEPORTIVA UNIVERSIDAD DE CHICLAYO,PRESIDENTE,2004,Actualidad
FUERZA POPULAR,CONGRESISTA,ROSA MARIA,BARTRA BARRIGA ,COLEGIO QUIMICO FARMACEUTICO,DELEGADO NACIONAL,2008,2010
FUERZA POPULAR,CONGRESISTA,WALTER JUAN,VASQUEZ CRUZ ,PREFECTURA DEPARTAMENTO DE ANCASH,SUBPREFECTO,1997,1999
FUERZA POPULAR,CONGRESISTA,WALTER JUAN,VASQUEZ CRUZ ,PREFECTURA DEPARTAMENTO DE ANCASH,PREFECTO,1999,2000
FUERZA POPULAR,CONGRESISTA,WALTER JUAN,VASQUEZ CRUZ ,UNIVERSIDAD NACIONAL SANTIAGO ANTUNEZ DE MAYOLO,VICE RECTOR ADMINISTRATIVO,2012,2013
FUERZA POPULAR,CONGRESISTA,WILMER,AGUILAR MONTENEGRO,Rondas Campesinas y Urbanas,Presidente Provincial de Rondas Campesinas y Urbanas de Cutervo,2010,2012
FUERZA POPULAR,PRIMER VICEPRESIDENTE DE LA REPUBLICA,JOSE,CHLIMPER ACKERMAN,Banco Internacional del Perú - Interbank,Director,2015,Actualidad
FUERZA POPULAR,PRIMER VICEPRESIDENTE DE LA REPUBLICA,JOSE,CHLIMPER ACKERMAN,IFB Certus,Director,2012,Actualidad
FUERZA POPULAR,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,VLADIMIRO,HUAROC PORTOCARRERO,Asamblea Nacional de Gobiernos Regionales,Presidente de la Asamblea Nacional de Gobiernos Regionales,2007,2008
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CESAR,CHIA DAVILA ,U.N. Amazonía Peruana.,Pdte. de la Federación de Estudiantes,1973,1974
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CESAR,CHIA DAVILA ,CIP,Decano del Colegio de Ingenieros de Madre de Dios,2013,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,EDUARD JOHN,NAVARRO CALDERON,AA. HH. Santa María - SJL,Secretario General,2013,2013
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FELIX ORLANDO,GAMARRA REYES,JUNTA VECINAL - URRUNAGA - JOSE L. ORTIZ,DIRIGENTE,2003,2004
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FELIX ORLANDO,GAMARRA REYES,"ASOCIACIÓN, ORGANIZACIÓN NO GUBERNAMENTAL VIDA DIGNA Y SEGURA""",VICE PRESIDENTE,2011,2013
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FELIX ORLANDO,GAMARRA REYES,CONSEJO REGIONAL DE LA JUVENTUD - COREJU LAMBAYEQUE,IMPULSOR - INTEGRANTE,2006,2008
PARTIDO HUMANISTA PERUANO,CONGRESISTA,GUILLERMO,CHAVEZ TIMOTEO,Núcleo de Gestión Educativa,Especialista de Secundaria,2015,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,HECTOR,GUILLEN VALENCIA,ASOCIACION PROVINCIAL DE DIRECTORES DE EDUCACION TAYACAJA,PRESIDENTE,2014,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,HECTOR,GUILLEN VALENCIA,UNIDAD DE COSTEO Nº 07 QUICHUAS,COORDINADOR,2003,2012
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JAIME FELIX,ESCUDERO MENDOZA,MOV. INDEPENDIENTE GENTE DE SULLANA,REGIDOR PROVINCIAL,1996,1996
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JORGE LUIS,BARBOZA GAYOSO,Asoc. Productores Ecologicos Provincial y Regional,Presidente,1999,2008
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JUAN COLOMBINO,ROJAS FALCON,Poder Judicial,Ex Magistrado de la Corte Superior de Justicia de Junin,1994,2002
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JULIO ERNESTO,CARDENAS ASPAJO,Asociacion Cumbres Amazonicas y Andinas,Presidente,2007,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JULIO ERNESTO,CARDENAS ASPAJO,Movimiento Unidad Patriotica,Responsable Politico,2012,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LEONARDO,BASILIO VENTURA,Asoc. Edu. y Cultural Univer. Canto Grande de SJL,Presidente,2005,2006
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LINO,HUAMANI AYALA,PARTIDO HUMANISTA PERUANO,candidato a la alcaldía provincial de Puno,2014,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LUIS BELTRAN,ARONES HUALLANCA,Coordinadora Nacional de Organizaciones de Afectados por la Violencia del Peru,Presidente ,2014,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,MERCEDES,DURAN ARTETA,BANCO COMUNAL,FISCAL,2002,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,MERCEDES,DURAN ARTETA,COMEDOR POPULAR,PRESIDENTA,1993,1993
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RICARDO ALBERTO,ALAYO MARIÑOS,C.E. San Ramon de Cajamarca,Presidente Apafa,2002,2003
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROCIO,LEANDRO MELGAR,FRENTE DE DEFENSA PUEBLO DE AYACUCHO,VICEPRESIDENTA,2013,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROSA DELSA,MAVILA LEON,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,DIRECTORA DE LA DIRECCIÓN ACADÉMICA,2009,2010
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROSA DELSA,MAVILA LEON,COLEGIO DE ABOGADOS DE LIMA,DIRECTORA/ÉTICA PROFESIONAL,2008,2010
PARTIDO HUMANISTA PERUANO,CONGRESISTA,SERAFIN AUGUSTO,DE PAZ HUERTA,ASOCIACION DE COMENSALES DE LA UNIVERSIDAD NACIONAL DE ICA,PRESIDENTE,1990,1991
PARTIDO HUMANISTA PERUANO,CONGRESISTA,TERESA DEL PILAR,LEON SANCHEZ,Colegio de Abogados de Lima,Defensora Social,2012,2012
PARTIDO HUMANISTA PERUANO,CONGRESISTA,TERESA DEL PILAR,LEON SANCHEZ,Asociación de Empleados del Peru,Derechos Humanos,2011,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WILLIAM,LIBERATO LORENZO,COLEGIO MEDICO VETERINARIO DEL PERÙ,ASOCIADO  AMVEPPA,2002,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WILLIAM,LIBERATO LORENZO,ASOCIACION DE VIVIENDA VILLA MERCEDES PUNTA NEGRA,MIEMBRO DE DIRECTIVA ,2004,2006
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WILLIAM,LIBERATO LORENZO,COLEGIO MEDICO VETERINARIO DE LIMA,DELEGADO DE SANTIAGO DE SURCO,2003,2005
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WILMER,ANTON MAYANGA,SINDICATO HOSPITAL BELEN LAMBAYEQUE,SECRETARIO GENERAL,2010,2012
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WILMER,ANTON MAYANGA,ASOCIACIÓN DE MORADORES DEL AA. HH. NUEVO MOCCE LAMBAYEQUE,PRESIDENTE ,2009,2011
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WILMER,ANTON MAYANGA,CONFEDERACION GENERAL DE TRABAJADORES DEL PERU - CGTP REGION LAMBAYEQUE,SECRETARIO GENERAL ,2012,Actualidad
PARTIDO HUMANISTA PERUANO,PRIMER VICEPRESIDENTE DE LA REPUBLICA,ROSA DELSA,MAVILA LEON,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,DIRECTORA DE LA DIRECCIÓN ACADÉMICA,2009,2010
PARTIDO HUMANISTA PERUANO,PRIMER VICEPRESIDENTE DE LA REPUBLICA,ROSA DELSA,MAVILA LEON,COLEGIO DE ABOGADOS DE LIMA,DIRECTORA/ÉTICA PROFESIONAL,2008,2010
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,ALFREDO,RENGIFO NAVARRETE,MOVIMIENTO INDEPENDIENTE TAMBOGRANDINO,PRESIDENTE,1995,2014
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,DAVID,APAZA ENRIQUEZ,FRENTE DE DEFENSA,DIRIGENTE,2011,2014
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,JENNY ELIZABETH,RODRIGUEZ TASSO,Club de Leones G. Tasso de Rodríguez,Presidenta,2015,2016
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,JENNY ELIZABETH,RODRIGUEZ TASSO,Asoc. Empleados de Chincha,Vicepresidenta,2015,2016
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,LEONIDAS,HUAYAMA NEIRA,CLUB DEPORTIVO STAR EXITOS,SECRETARIO,2009,2011
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,LEONIDAS,HUAYAMA NEIRA,CLUB DEPORTIVO LUZ INTEGRACION,VICEPRESIDENTE,2009,2011
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,MARIA DE LOURDES,SABA MAURICIO,JUNTA VECINAL,VICE PRESIDENTA,2012,2015
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,VICTOR ANDREE,POLAR CONCHA ,ASOCIACION ECOLOGIA  EVER GREEN,PRESIDENTE,2009,2015
PARTIDO POLITICO ORDEN,CONGRESISTA,CESAR AUGUSTO,CAMACHO MORALES,LATIN AMERICAN TALENT SUPPORT ORG PROGRAMA JULIO EN AMERICA CANAL 57 QPTV NY USA,DIRECTOR DE PRENSA EXTRANJERA,2011,2014
PARTIDO POLITICO ORDEN,CONGRESISTA,DIOGENES AMARANTE,JUAREZ CAMPOS,FILIAL - LA LIBERTAD,CIRCULO DE PERIODISTAS DEPORTISTAS DEL PERU,1998,Actualidad
PARTIDO POLITICO ORDEN,CONGRESISTA,DORA MARISOL,SOLANO QUISPE,Colegio de Abogados Lima Norte,Directora de Asuntos Académicos y Promoción Cultural,2010,2012
PARTIDO POLITICO ORDEN,CONGRESISTA,DORA MARISOL,SOLANO QUISPE,Asociación Internacional de Abogados J. Reuben Clark Law Society - Chapter Lima,Presidenta del Consejo Directivo,2015,Actualidad
PARTIDO POLITICO ORDEN,CONGRESISTA,GUSTAVO ADOLFO,CUADROS OVIEDO,PARTIDO POPULAR CRISTIANO,SECRETARIO GENERAL REGIONAL,1999,2003
PARTIDO POLITICO ORDEN,CONGRESISTA,JOSE ANGEL,QUISPE ZUÑIGA,FREDEPI - YURA,PRESIDENTE DEL FREDEPI,2011,Actualidad
PARTIDO POLITICO ORDEN,CONGRESISTA,JOSE ANGEL,QUISPE ZUÑIGA,LA BARRANCA,PRESIDENTE ASOC. LA BARRANCA,1993,1996
PARTIDO POLITICO ORDEN,CONGRESISTA,JUAN BENITO,VALENCIA VARGAS,Partido Político Solidaridad Nacional,Jefe de Campaña,2014,2014
PARTIDO POLITICO ORDEN,CONGRESISTA,LUIS ENRIQUE,BALCONA FLORES,Federación de Pandilla y Marinera Puneña, Presidente de la Federación de Pandilla y Marinera Puneña,2013,2015
PARTIDO POLITICO ORDEN,CONGRESISTA,MARISOL,DEL AGUILA LINARES,SUTACE - LORETO,SECRETARIA GENERAL,2009,Actualidad
PARTIDO POLITICO ORDEN,CONGRESISTA,MARTIN,RAMOS GOMEZ,Liga de Karate de Juliaca,Presidente Liga de Karate,2013,Actualidad
PARTIDO POLITICO ORDEN,CONGRESISTA,MERY LUCY,BOTTON ESTRADA,Colegio de Asistentes Sociales del Perú,Decana Nacional,1999,2003
PARTIDO POLITICO ORDEN,CONGRESISTA,MYRKO,OLORTEGUI DEL CASTILLO,SINDICATO DE PILOTOS DE LAN PERÚ SIPLAP,PRESIDENTE,2012,Actualidad
PARTIDO POLITICO ORDEN,CONGRESISTA,MYRKO,OLORTEGUI DEL CASTILLO,FEDERACION DE TRABAJADORES DE AVIACION CIVIL DEL PERÚ FETRACIP,PRESIDENTE,2015,Actualidad
PARTIDO POLITICO ORDEN,CONGRESISTA,NICOLAS,VALENCIA ORTIZ,"Organización de jovenes ""Asetaz""",presidente,2015,Actualidad
PARTIDO POLITICO ORDEN,CONGRESISTA,NICOLAS,VALENCIA ORTIZ,"Organización de Jovenes ""Asetaz""",secretario,2001,2002
PARTIDO POLITICO ORDEN,CONGRESISTA,ROLANDO,CARO DE LA CUBA,MUNICIPALIDAD DE SAN ISIDRO,"VICEPRESIDENTE DE JUNTA VECINAL , SECTOR 5- 2 SAN ISIDRO",2006,2006
PARTIDO POLITICO ORDEN,CONGRESISTA,ROLANDO,CARO DE LA CUBA,MUNICIPALIDAD DE SAN ISIDRO,SECRETARIO DE LA JUNTA VECINAL- SECTOR 5-B2 SAN ISIDRO ,2005,2005
PARTIDO POLITICO ORDEN,CONGRESISTA,ROLANDO,CARO DE LA CUBA,MUNICIPALIDAD DE SAN ISIDRO,"VICEPRESIDENTE DE LA JUNTA VECINAL, SECTOR 5-2 SAN ISIDRO  ",2006,2006
PARTIDO POLITICO ORDEN,CONGRESISTA,SANDRO MAURICIO,PARODI CERNA,-,Fiscal de la junta de vecinos ,2009,2015
PARTIDO POLITICO ORDEN,CONGRESISTA,ZOILA ROSA,CARMONA LOZADA DE MUÑOZ,DEFENSORÍA DISTRITAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL DE S.J.L. ,PRESIDENTA,2005,Actualidad
PARTIDO POLITICO ORDEN,PRESIDENTE DE LA REPUBLICA,ANTERO,FLORES ARAOZ ESPARZA,Municipalidad  de Lima Metropolitana,Regidor,1987,1989
PARTIDO POLITICO ORDEN,PRESIDENTE DE LA REPUBLICA,ANTERO,FLORES ARAOZ ESPARZA,FREDEMO (PPC),Diputado,1990,1992
PARTIDO POLITICO ORDEN,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,MERY LUCY,BOTTON ESTRADA,Colegio de Asistentes Sociales del Perú,Decana Nacional,1999,2003
PERU LIBERTARIO,CONGRESISTA,ABEL,HALLASI ZARATE,SINDICATO UNICO POLICIA PERUANA,SEC. ORGANIZACION,2013,2016
PERU LIBERTARIO,CONGRESISTA,ALEJANDRA,PALOMINO TITO,CEAPEP,PRESIDENTA,2013,2016
PERU LIBERTARIO,CONGRESISTA,ALFREDO,PARIONA SINCHE,MANC. MUNI. AMUZEA,PRESIDENTE,2007,2008
PERU LIBERTARIO,CONGRESISTA,ANGE LUCY,RODRIGUEZ MORENO,IGLESIA,PROMOTOR,1990,1995
PERU LIBERTARIO,CONGRESISTA,DORIS ELIDA,ZAPATA AGUIRRE,"As. O. ""Alfonso Ugarte""",Presidenta,2012,2015
PERU LIBERTARIO,CONGRESISTA,FLOR XUXA,TOCTO CALDERON,HOSPITAL REVAGLIATI,VOLUNTARIA,2012,2014
PERU LIBERTARIO,CONGRESISTA,HECTOR VICEHICH,MILLAN CAMPOSANO ,UNIVERSIDAD PERUANA LOS ANDES,ASAMBLEA UNIVERSITARIA,1998,1999
PERU LIBERTARIO,CONGRESISTA,HECTOR VICEHICH,MILLAN CAMPOSANO ,SOCIPEM,VICEPRESIDENTE,1997,1998
PERU LIBERTARIO,CONGRESISTA,JOHNNY FERNANDO,VALDIVIESO LA ROSA,Frente Defenza Lurin,Sec. Organización,2015,2016
PERU LIBERTARIO,CONGRESISTA,JOSE FRANKLIN WINSTON,LORA CAM,UNIVERSIDAD NACIONAL SAN AGUSTIN,DOCENTE,1970,1989
PERU LIBERTARIO,CONGRESISTA,JOSE FRANKLIN WINSTON,LORA CAM,COLEGIO DANIEL BECERRAS,PROFESOR,1968,1969
PERU LIBERTARIO,CONGRESISTA,JOSE LITO,HUAMAN VEGA,COMITÉ  CENTRAL,PRESIDENTE,2012,2014
PERU LIBERTARIO,CONGRESISTA,JOSE LITO,HUAMAN VEGA,UPIS - INDOAMERICA,TENIENTE GOBERNADOR,2003,Actualidad
PERU LIBERTARIO,CONGRESISTA,LARIZA POLINA,ROJAS ROJAS ,COMITE DE DAMAS DEL SINDICATO DE TRABAJADORES DE CONSTRUCCION CIVIL - HUANCAYO,SECRETARIA DE ECONOMIA,2014,Actualidad
PERU LIBERTARIO,CONGRESISTA,LARIZA POLINA,ROJAS ROJAS ,FRENTE DE DEFENSA DEL HOSPITAL MATERNO INFANTIL EL CARMEN,SEC DE ORGANIZACION,2015,Actualidad
PERU LIBERTARIO,CONGRESISTA,LENA GERALDINE,MONTES BRIGGS,TRANSPARENCIA,OBSERVADORA ELECTORAL,2011,2011
PERU LIBERTARIO,CONGRESISTA,MARCELA ROCIO,SALDARRIAGA ORTIZ,FRENTE PERU POR LA TRANSFORMACION,SECRETARIA DE LA MUJER ,2011,2013
PERU LIBERTARIO,CONGRESISTA,MARCELA ROCIO,SALDARRIAGA ORTIZ,UN AMOR PERU,PRESIDENTA,2011,2016
PERU LIBERTARIO,CONGRESISTA,NORMA,ZORRILLA QUISPE,CIRCULO DE ESTUDIOS DE DERECHO Y CIENCIAS POLITICAS ,PRESIDENTA,2013,Actualidad
PERU LIBERTARIO,CONGRESISTA,SANDRA BENEDICTA,CHAVEZ RIVAS ,I.E MANUELA GONZALES PRADO,PRESIDENTA DE APAFA,2011,2012
PERU LIBERTARIO,CONGRESISTA,SANDRA BENEDICTA,CHAVEZ RIVAS ,I.E MANUEL GONZALES,REPREST F.D.I.E.M.G.P,2007,2009
PERU LIBERTARIO,CONGRESISTA,SANDRA NAHELY,VARGAS MOLINA,CENTRO POBLADO CHALLAPAMPA (CHUCUITO-PUNO),VICE PRESIDENTA,2011,2011
PERU LIBERTARIO,CONGRESISTA,SANDRA NAHELY,VARGAS MOLINA,CENTRO POBLADO HUACANI (CHUCUITO-PUNO),VOCAL,2014,2014
PERU LIBERTARIO,CONGRESISTA,TEOFILO ELKI,FIESTAS PAZ,FEDEL,PRESIDENTE,1999,2001
PERU LIBERTARIO,CONGRESISTA,TEOFILO ELKI,FIESTAS PAZ,COMAFRERP,COORDINAR NAC.,1999,2009
PERU LIBERTARIO,CONGRESISTA,VICTOR RAUL,CHANDUVI CHAVEZ,CENAMI,SEC DE ORAGANIZACION,2014,2014
PERU LIBERTARIO,CONGRESISTA,VICTOR RAUL,CHANDUVI CHAVEZ,FENAMARPE,DIRECTOR NAC ADJUNTO,2008,2010
PERU LIBERTARIO,CONGRESISTA,VICTOR TORIBIO,QUISPE SALAZAR,VECINAL,PRESIENTE DE LA ASOC PROPIETARIOS,2002,2003
PERU LIBERTARIO,CONGRESISTA,WENCESLAO,HOLGUIN CUTE,NACION K ANA ,PRESIDENTE,2015,Actualidad
PERU LIBERTARIO,CONGRESISTA,WILLY OSWALDO,CUADROS BONILLA,MERCADO MAYORISTA N° 2,PRESIDENTE COM. TRANS DE ADMINISTRACION,2013,2016
PERU LIBERTARIO,CONGRESISTA,WILLY OSWALDO,CUADROS BONILLA,COLEGIO DE EDUCADORES,PRESIDENTE DE APAFA,1999,2000
PERU LIBERTARIO,CONGRESISTA,YRMA,RODRIGUEZ SANDOVAL,Colegio Contares Público,Directiva Colegio CPC,1992,Actualidad
PERU LIBERTARIO,CONGRESISTA,YRMA,RODRIGUEZ SANDOVAL,Prefectura Piura,Teniente Gobernador,2004,2005
PERU LIBERTARIO,CONGRESISTA,YRMA ROSA,VIVAS MANRIQUE,RED NACIONAL DE MUJERES,CORDINADORA REGIONAL,2013,2014
PERU LIBERTARIO,CONGRESISTA,YRMA ROSA,VIVAS MANRIQUE,FEDERACION AGRARIA DE UCAYALI,PRESIDENTA ,2014,2016
PERU LIBERTARIO,PRIMER VICEPRESIDENTE DE LA REPUBLICA,JORGE LUIS,PAREDES TERRY,CONGRESO DE LA REPUBLICA,CANDIDATO AL CONGRESO DE LA REPUBLICA,2011,2011
PERU NACION,CONGRESISTA,ALFREDO,BABA NAKAO,Colegio de Economistas,Decano Nacional,1990,1998
PERU NACION,CONGRESISTA,CLAUDIO ALEJANDRO,ZOLLA SUAREZ,Partido Restauración Nacional ,Candidato a Regidor por Lima,2010,2010
PERU NACION,CONGRESISTA,CLAUDIO ALEJANDRO,ZOLLA SUAREZ,Movimiento de Transformación Nacional Perú Nuevo,Presidente Fundador,2010,Actualidad
PERU NACION,CONGRESISTA,CLAUDIO ALEJANDRO,ZOLLA SUAREZ,Movimiento Nacional Pro Valores,Presidente Fundador,2002,2010
PERU NACION,CONGRESISTA,CLAUDIO ALEJANDRO,ZOLLA SUAREZ,Misión Campeones para Cristo ,Presidente Fundador ,1997,2010
PERU NACION,CONGRESISTA,LUIS EDGAR,PALOMINO CABRERA,PARTIDO PERU POSIBLE,MILITANTE,2000,2002
PERU NACION,CONGRESISTA,MOISES,ARISTA ESTACIO,Federacion de Productores Cafetaleros reg. Huanuco,Asesor de la macroregion de cafetaleros,2015,Actualidad
PERU NACION,PRESIDENTE DE LA REPUBLICA,FRANCISCO ERNESTO,DIEZ-CANSECO TÁVARA,Consejo por la Paz,Presidente,1992,2015
PERU NACION,PRIMER VICEPRESIDENTE DE LA REPUBLICA,CLAUDIO ALEJANDRO,ZOLLA SUAREZ,Partido Restauración Nacional ,Candidato a Regidor por Lima,2010,2010
PERU NACION,PRIMER VICEPRESIDENTE DE LA REPUBLICA,CLAUDIO ALEJANDRO,ZOLLA SUAREZ,Movimiento de Transformación Nacional Perú Nuevo,Presidente Fundador,2010,Actualidad
PERU NACION,PRIMER VICEPRESIDENTE DE LA REPUBLICA,CLAUDIO ALEJANDRO,ZOLLA SUAREZ,Misión Campeones para Cristo ,Presidente Fundador ,1997,2010
PERU NACION,PRIMER VICEPRESIDENTE DE LA REPUBLICA,CLAUDIO ALEJANDRO,ZOLLA SUAREZ,Movimiento Nacional Pro Valores,Presidente Fundador,2002,2010
PERU PATRIA SEGURA,CONGRESISTA,FREDDY MODESTO,MONTESINOS RIOS,MINISTERIO INTERIOR,SUB PREFECTO,1980,1981
PERU PATRIA SEGURA,CONGRESISTA,FREDDY MODESTO,MONTESINOS RIOS,COLEGIO PERIODISTA TACNA,VICE DECANO,2012,2013
PERU PATRIA SEGURA,CONGRESISTA,LUCIO EUGENIO,MENDOZA SAAVEDRA,Universidad Nacional Trujillo,Coordinador Regional Pregord,2015,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,LUCIO EUGENIO,MENDOZA SAAVEDRA,PECDACAJ,Presidente Consejo Directivo,2000,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,LUIS ALBERTO,AYAUJA MALLMA,FENUTSSA - ICA,SECRETARIO DE ORGANIZACION  REGIONAL,2008,2010
PERU PATRIA SEGURA,CONGRESISTA,LUIS ALBERTO,AYAUJA MALLMA,COLEGIO DE LICENCIADOS EN ADMINISTRACION,DIRECTOR REGIONAL DE ECONOMIA,2016,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,LUIS ALBERTO,AYAUJA MALLMA,Res. Ejecutiva Regional Nº 00084-2010-GORE-ICA/PR,MIEMBRO COMISION DE COORDINACION CONSTRUCCION IMPLEMENTACION HOSPITAL REGIONAL I,2010,2012
PERU PATRIA SEGURA,CONGRESISTA,LUIS ALBERTO,AYAUJA MALLMA,FENUTSSA - ICA,SUB - SECRETARIO ORGANIZACION REGIONAL ,2015,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,LUIS ALBERTO,AYAUJA MALLMA,HOSPITAL REGIONAL ICA,SECRETARIO GENERAL TRABAJADORES HOSPITAL REGIONAL ICA,2009,2011
