ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,NOMBRE_CENTRO,NOMBRE_CARRERA,FECHAS
FRENTE ESPERANZA,CONGRESISTA,VICTOR MANUEL,ZEGARRA MUÑANTE,CIBERTEC,COMPUTACION E INFORMATICA,1988 - 1989
FRENTE ESPERANZA,CONGRESISTA,VIRGILIO,HUANAY BUJAICO ,C.E.O. TOCACHE,ELECTRICIDAD BASICA,1997 - 1997
FRENTE ESPERANZA,CONGRESISTA,YESSICCA YOKO,SUEYOSHI SALCEDO,UNIVERSIDAD DE LIMA,SECRETARIADO,1974 - 1976
FUERZA POPULAR,CONGRESISTA,ALEJANDRINA,CARRANZA NORIEGA,INSTITUTO COMERCIAL AMAUTA,SECRETARIADO,1969 - 1970
FUERZA POPULAR,CONGRESISTA,ALEX,GONZALES CASTILLO,MINJUS DIRECCION CONCILIACION,CONCILIACIÓN EXTRAJUDICIAL ,2009 - 2009
FUERZA POPULAR,CONGRESISTA,ANGEL,NEYRA OLAYCHEA ,RICARDO PALMA,MECANICA DE PRODUCCION,1976 - 1979
FUERZA POPULAR,CONGRESISTA,BETTY GLADYS,ANANCULI GOMEZ ,ALAS PERUANAS,ADMINISTRACION DE NEGOCIOS INTERNACIONALES,2011 - 2013
FUERZA POPULAR,CONGRESISTA,DESSY LOURDES,ZANABRIA PALOMINO DE NACK ,Elizabethe Still Krankenhaus,Enfermera,1992 - 1995
FUERZA POPULAR,CONGRESISTA,ELLA LAURA PILAR,SOTO CHOQUE,Instituto Cepeban,Administracion,2011 - 0
FUERZA POPULAR,CONGRESISTA,ELLA LAURA PILAR,SOTO CHOQUE,Instituto Suoperior Norbert Wiener,Secretariado,2009 - 2010
FUERZA POPULAR,CONGRESISTA,ERIKA TALITTA,ROJAS CUEVA ,SENATI,PATRONAJE INDUSTRIAL,1997 - 1998
FUERZA POPULAR,CONGRESISTA,ESTHER,SAAVEDRA VELA ,UNIVERSIDAD NACIONAL DE TRUJILLO EN CONVENIO CON EL INSTITUTO DESARROLLO GERENCIAL,PROGRAMA ESPECIALIZACION Y EXTENSION UNIVERSITARIA,2005 - 2006
FUERZA POPULAR,CONGRESISTA,FEDERICO,PARIONA GALINDO ,UNIVERSIDAD ESAN,PAE-PROGRAMA DE ALTA ESPECIALIZACIÓN,2014 - 2015
FUERZA POPULAR,CONGRESISTA,GABINO HUGO,ROSAS LOPEZ ,Escuela de Oficiales PNP,Centro de instrucción,1967 - 1970
FUERZA POPULAR,CONGRESISTA,GABINO HUGO,ROSAS LOPEZ ,ESCUELA DE OFICIALES PNP,CENTRO DE INSTRUCCIÓN,1967 - 1970
FUERZA POPULAR,CONGRESISTA,KARLA MELISSA,SCHAEFER CUCULIZA ,Universidad Nacional de Ingenieria,Gestion Publica,1995 - 1995
FUERZA POPULAR,CONGRESISTA,KARLA MELISSA,SCHAEFER CUCULIZA ,IPAE,Comercializacion,1984 - 1990
FUERZA POPULAR,CONGRESISTA,LUZ FILOMENA,SALGADO RUBIANES ,ESCUELA SUPERIOR DE TURISMO,TECNICO EN TURISMO,1967 - 1969
FUERZA POPULAR,CONGRESISTA,MAGDALENA DEL ROSARIO,QUEPUY IZARRA,I.S.T.P. BAGUA,ENFERMERIA TECNICA,1997 - 1999
FUERZA POPULAR,CONGRESISTA,MARIA CANDELARIA,RAMOS ROSALES ,Universidad San Martín de Porres,Educación Inicial,1989 - 1990
FUERZA POPULAR,CONGRESISTA,MARIA CECILIA,KOBASHIGAWA SILVA ,INSTITUTO TECNOLÓGICO MONTEMAR,DISEÑO GRÁFICO,1984 - 1986
FUERZA POPULAR,CONGRESISTA,MARIA CRISTINA,MELGAREJO PAUCAR ,I.S.T. ELEAZAR GUZMAN BARRON,GUIA OFICIAL DE TURISMO,1994 - 1996
FUERZA POPULAR,CONGRESISTA,MARIA DEL PILAR,SUAREZ NOLE ,Conciliación Extrajudicial,Conciliador,2003 - 2003
FUERZA POPULAR,CONGRESISTA,MARIA DEL PILAR,SUAREZ NOLE ,APECC,Arbitraje,2002 - 2002
FUERZA POPULAR,CONGRESISTA,MARICELA MARCELINA,NOLASCO VASQUEZ ,INST.SUP.TECNOLG.PÚB.PICHANAQUI,ENFERMERÍA TÉCNICA,1995 - 1997
FUERZA POPULAR,CONGRESISTA,MAURICIO,MIRANDA VARGAS FANO ,Asoc. Panam. de Banco de Ojos,X Curso de la APABO,2008 - 2008
FUERZA POPULAR,CONGRESISTA,MIGUEL ANGEL,ELIAS AVALOS ,EX- INSTITUTO TECNICO JORGE CHAVEZ,ELECTRICIDAD BASICA,1974 - 1975
FUERZA POPULAR,CONGRESISTA,MILTON,MIRANDA ROMAN ,Senati,Técnico Industrial en Mecánica Automotriz,1994 - 1997
FUERZA POPULAR,CONGRESISTA,RAMIRO,GUZMAN IBAÑEZ ,I.S.T. CEPEA,Ciencias Administrativas,1990 - 1992
FUERZA POPULAR,CONGRESISTA,RAUL CESAR,FRANCO INGA ,Centro Parroquial San Pedro,Mant. Automotríz ,1987 - 1987
FUERZA POPULAR,CONGRESISTA,RAUL CESAR,FRANCO INGA ,Centro Parroquial San Pedro,Motores Explosión,1988 - 1988
FUERZA POPULAR,CONGRESISTA,RUTH ESTHER,JAULIS QUICAÑA,Seminario Evangélico de Lima,Teología,1989 - 1993
FUERZA POPULAR,CONGRESISTA,VERONICA REBECA,ESCOBAL ORDOÑEZ ,Instituto Superior Tecnológico del Norte,Técnico en Contabilidad,1988 - 1991
FUERZA POPULAR,CONGRESISTA,YESENIA,PONCE VILLARREAL DE VARGAS,INSTITUTO TECNOLÓGICO SUPERIOR ICLAE ,SECRETARIADO,1990 - 1992
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ALIPIO,YANQUI ALEJO,C.I.P.A.L.,Oratoria,2014 - 2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ALIPIO,YANQUI ALEJO,I.P.S RAUL PORRAS B.,EDUCACION,2000 - 0
PARTIDO HUMANISTA PERUANO,CONGRESISTA,BEDITH,BARBARAN LINARES,ISTP. MARIA PARADO DE BELLIDO,DISEÑO DE MODAS,1998 - 2000
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CAROLINA,VALERA VALLES,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS-SEDE TARAPOTO,EDUCACIÓN,2002 - 2003
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CAROLINA,VALERA VALLES,INSTITUTO SUPERIOR PEDAGÓGICO-TARAPOTO,EDUCACIÓN,1990 - 1995
PARTIDO HUMANISTA PERUANO,CONGRESISTA,EDDA IMELDA,LOPEZ VERGARA,INSTITUTO SUPERIOR TECNOLÓGICO DE HUANCAVELICA,EDUCACION INICIAL,1978 - 1981
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ELENA FLORENTINA,URBANO SANCHEZ DE RAMIREZ,ACADEMIA UNIVERSAL,SECRETARIA EJECUTIVA,1998 - 1998
PARTIDO HUMANISTA PERUANO,CONGRESISTA,HARLEY,DIAZ GUERRA,SENATI,Electricidad,1992 - 1995
PARTIDO HUMANISTA PERUANO,CONGRESISTA,HAYDEE,CASTILLO VALIENTE DE SANCHEZ,INSTITUTO PEDAGÓGICO PIURA,EDUCACION,1992 - 1995
PARTIDO HUMANISTA PERUANO,CONGRESISTA,HAYDEE,CASTILLO VALIENTE DE SANCHEZ,CESCA,CONTABILIDAD,1983 - 1985
PARTIDO HUMANISTA PERUANO,CONGRESISTA,HILDA,MIRANDA CACHI,	UNITEK PUNO /Grupo IDAT,¿	CARRERA PROFESIONAL TECNICA EN ENFERMERIA ,1998 - 2000
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JAVIER FERNANDO,ARCE ALVARADO,Instituto ISSANS,Administracion ,1989 - 1992
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JORGE LUIS,BARBOZA GAYOSO,Proyecto Peru-BIRS DEL NEC nº12 ,Técnico Agropecuario,1974 - 1976
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JOSE ANTONIO,BAFFIGO TORRE,Manuela Felicia Gomez,Capacitación,2001 - 2001
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JULIO ERNESTO,CARDENAS ASPAJO,Ministerio de Educación,Relaciones Industriales ,1966 - 1967
PARTIDO HUMANISTA PERUANO,CONGRESISTA,KLEBERTH MARIO,CAMPOS JURADO,EIGER,COMPUTACION,2005 - 2005
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LAURA MICAELA,RIVAS QUIROZ,I.S.T. Bertrand Russell,Enfermeria Tecnica,1993 - 1995
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LEONARDO,BASILIO VENTURA,Univ. de San Martin de Porres,Facultad de Ciencias Sociales,1990 - 1991
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LEONOR,SAIRE MARCAVILLACA VDA DE ROJAS,SALUD Y BELLEZA,ENFERMERÍA,1995 - 1996
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LEONOR,SAIRE MARCAVILLACA VDA DE ROJAS,EXCELSIOR,TÉCNICO EN ENFERMERÍA,1988 - 1989
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LILA YSABEL,DEL AGUILA SORIA DE PRINCE,CEVATUR - LIMA,ADMINISTRACIÓN DE SERVICIOS HOTELEROS,1987 - 1987
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LUIS BELTRAN,ARONES HUALLANCA,I.S.T Avancys,Edición y Filmación ,2015 - 2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,MARIA,GUTIERREZ DELGADO,"UNSM ""Escuela De Estudios Especiales""",Secretariado Ejecutivo en Castellano,1976 - 1979
PARTIDO HUMANISTA PERUANO,CONGRESISTA,MARIA,GUTIERREZ DELGADO,Instituto el buen Gobierno,Gestion Parlamentaria,2005 - 2005
PARTIDO HUMANISTA PERUANO,CONGRESISTA,MARIA ESTHER,PALOMINO AMARO,ICPNA,Ingles,1982 - 1985
PARTIDO HUMANISTA PERUANO,CONGRESISTA,MAXIMILIANA,LLOCLLA TORRES,Abraham Valdelomar,Enfermeria,2002 - 2003
PARTIDO HUMANISTA PERUANO,CONGRESISTA,MERCEDES GISELA,CAMONES HINOSTROZA,COMPUTRONIC,COMPUTACIÓN E INFORMÁTICA,1993 - 1993
PARTIDO HUMANISTA PERUANO,CONGRESISTA,NICANOR,NINA CUYA ,Gamor,Electricidad,2006 - 2006
PARTIDO HUMANISTA PERUANO,CONGRESISTA,PAOLA SALOME,SALAZAR PAREDES,ISTP ABACO,DISEÑO GRÁFICO,2004 - 2005
PARTIDO HUMANISTA PERUANO,CONGRESISTA,PAULA HONORIA,O'HIGGINS LUYO,CENECAPE INDUSTRIAL GAMOR,CONSTRUCCIÓN CIVIL,1978 - 1979
PARTIDO HUMANISTA PERUANO,CONGRESISTA,PAULA HONORIA,O'HIGGINS LUYO,INSTITUTO DE COOPERATIVISMO DE LA UNIVERSIDAD DE LIMA,DIBUJO,1977 - 1979
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RICARDO ALBERTO,ALAYO MARIÑOS,Inst. Chanchan,Técnico Automotriz,1976 - 1978
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROSA DELSA,MAVILA LEON,CAEN - CENTRUM,PLANIFICACIÓN ESTRATÉGICA,2001 - 2002
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR MANUEL,GUTIERREZ JESUS,CENTRO DE CAPACITACIÓN PROFESIONAL Y DE SISTEMAS (CECAPSYS),ENSAMBLAJE MANT. DE PC,2014 - 2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR MANUEL,GUTIERREZ JESUS,TOKIO TARAPOTO,NAVEGACIÓN EN INTERNET,2013 - 2013
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR MANUEL,GUTIERREZ JESUS,EIGER,TURISMO,2005 - 2007
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WILFREDO,BARRIONUEVO TACUNAN,CESAP ALTOS ESTUDIOS,FORMULACIONY EVALUACION DE PROYECTOS DE INVERSIÓN PUBLICA SNIP,2013 - 2013
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WILFREDO,BARRIONUEVO TACUNAN,UNIVERSIDAD SAN MARCOS,GESTIÓN PÚBLICA ,2013 - 2013
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WILMER,ANTON MAYANGA,I.S.T. BERTRAND RUSSELL,ENFERMERIA,1986 - 1988
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WILMER,ANTON MAYANGA,I.S.T. PASCUAL SACO Y OLIVEROS,ADMINISTRACION,2001 - 2003
PARTIDO HUMANISTA PERUANO,CONGRESISTA,YESENIA,DEL AGUILA ROMERO ,IST Daniel Alcides Carrión.,Fisioterapia,2003 - 2003
PARTIDO HUMANISTA PERUANO,CONGRESISTA,YORKA MARINA,GAMARRA BOLUARTE,CENTRO CULTURAL CUSCO,TALLER DE NARRATIVA,1997 - 1997
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ZENON DELFIN,ARANDA ROMERO,Ibnstituto Capacitacion Juridica,Derecho Inmobiliario Urbanistico y Ambiental ,2012 - 2012
PARTIDO HUMANISTA PERUANO,PRIMER VICEPRESIDENTE DE LA REPUBLICA,ROSA DELSA,MAVILA LEON,CAEN - CENTRUM,PLANIFICACIÓN ESTRATÉGICA,2001 - 2002
PARTIDO HUMANISTA PERUANO,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,YORKA MARINA,GAMARRA BOLUARTE,CENTRO CULTURAL CUSCO,TALLER DE NARRATIVA,1997 - 1997
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,CLARITA LUZ,ROJAS SANTA CRUZ,I.ST PEDAGÓGICO JUAN ENRIQUE PESTALOZZI,LENGUA Y LITERATURA,1991 - 0
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,CLARITA LUZ,ROJAS SANTA CRUZ,I.S.T SANTIAGO ANTUIÑEZ DE MAYOLO,SECRETARIO EJECUTIVO,1984 - 1986
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,CLARITA LUZ,ROJAS SANTA CRUZ,I.S.T PEDAGOGICO JUAN ENRIQUE PESTALOZZI,LENGUA Y LITERATURA,1991 - 1997
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,CLARITA LUZ,ROJAS SANTA CRUZ,IST. SANTIAGO  ANTUNEZ DE MAYOLO,SECRETARIADO EJECUTIVO,1984 - 1986
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,DIANA EVELYN,BERROCAL BRAVO,UNIVERSIDAD PERUANA LOS ANDES,IDIOMAS,2001 - 2003
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,GRACILDA,ORDOÑEZ GRANDA,ISTITUTO NACIONAL DE COMERCIO,CONTABILIDAD MERCANTIL,1977 - 1978
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,MARIA MAGDALENA,RIOS ORBE,Instituto de Formación INFAP,Computación e Informatica,1994 - 1996
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,NANCY AMANDA,MEJIA DE GALAN,CENCIF,TECNICO MAQUINAS INDUSTRIALES,1971 - 1972
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,PEDRO ALEXIS,CHAVEZ SOLARI,INSTITUTO SUPERIOR PEDAGOGICO,PROFESOR DE EDUCACIÓN,1992 - 1996
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,WASHINGTON,BOLIVAR DIAZ,ARCHIVO DE LA NACION,ARCHIVOLOGIA,1984 - 1987
PARTIDO POLITICO ORDEN,CONGRESISTA,ALEJANDRO FRANCISCO,CUELLAR LEYVA,Instituto Superior Pedagogico,Profesor de Educación Secundaria,1982 - 1985
PARTIDO POLITICO ORDEN,CONGRESISTA,AMILCAR VLADIMIR,YUFRA HENRIQUEZ,MELITON CARBAJAL,ELECTRONICA ,1998 - 2003
PARTIDO POLITICO ORDEN,CONGRESISTA,BEATRIZ JULIA,VALENCIA CAMPOVERDE,Instituto Técnico de la Administración de Empresas ITAE,Relaciones Públicas,1976 - 1979
PARTIDO POLITICO ORDEN,CONGRESISTA,CIRO SALUSTIANO,LANDEO LAURA,"I.S. Pedagogico ""Melchorita Saravia""",Comunicaciones,1994 - 1998
PARTIDO POLITICO ORDEN,CONGRESISTA,DANIEL DELFIN,CALIXTRO TRUJILLO,IGLESIA ALIANZA CRISTIANA Y MISIONERA,TEOLOGÍA PASTORAL,1993 - 1997
PARTIDO POLITICO ORDEN,CONGRESISTA,DORA MARISOL,SOLANO QUISPE,Instituto Cultural Peruano Norteamericano,Inglés,1985 - 1987
