ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,EMPLEADOR,CARGO,ANIO_INICIO,ANIO_FIN
ACCION POPULAR,CONGRESISTA,LIVIA SOLEDAD,MAYOR MONTESINOS,BOTICA ARCANGEL,ADMINISTRADOR DE BOTICA ,2015,2015
ACCION POPULAR,CONGRESISTA,AMELIA PILAR,SOSA DAMIAN,FARMACIA  FARMA SALUD,PROPIETARIA - ADMINISTRADORA,2009,2016
ACCION POPULAR,CONGRESISTA,AMELIA PILAR,SOSA DAMIAN,HOSPITAL DE APOYO PICHANAQUI,RESPONSABLE DEL AREA DE DISPENSACION Y DOSIS UNIT.,2008,2009
ACCION POPULAR,CONGRESISTA,AMELIA PILAR,SOSA DAMIAN,SERVICIOS GENERALES DAMP SAC.,GERENTE,2013,2016
ACCION POPULAR,CONGRESISTA,YURI MARTIN,ARMAS PEÑA,Agrícola de los Andes S.A,Administrador/ Ing. Agrónomo ,2002,2016
ACCION POPULAR,CONGRESISTA,OSCAR RAFAEL,BENAVIDES RUIZ,Estudio de Arquitectura ,Arquitecto ,1997,2016
ACCION POPULAR,CONGRESISTA,OSCAR RAFAEL,BENAVIDES RUIZ,Muncipalidad Distrital de Asunción ,Arquitecto Consultor ,2012,2012
ACCION POPULAR,CONGRESISTA,OSCAR RAFAEL,BENAVIDES RUIZ,Municipalidad Distrital de la Libertad de Pallan ,Jefe de Infraestructura y Desarrollo Urbano y Rural,2010,2011
ACCION POPULAR,CONGRESISTA,OSCAR RAFAEL,BENAVIDES RUIZ,Ministerio de Cultura-Unidad Ejecutora N° 06 ,Arquitecto Consultor de Proyecto de Inversión Pública,2013,2013
ACCION POPULAR,CONGRESISTA,BLANCA MARIA,ROCHA VDA DE JANZ,JANZ SAC (DROGUERIA),GERENTE GENERAL,2008,Actualidad
ACCION POPULAR,CONGRESISTA,OSWALDO RUBEN,ALFARO JIMENEZ,Direccion Regional de Trabajo ,Director Regional,2006,2007
ACCION POPULAR,CONGRESISTA,OSWALDO RUBEN,ALFARO JIMENEZ,Ejercicio Profesional de Abogacia,Abogado,2012,Actualidad
ACCION POPULAR,CONGRESISTA,OSWALDO RUBEN,ALFARO JIMENEZ,Ministerio Publico,Fiscal Superior,2007,2012
ACCION POPULAR,CONGRESISTA,HUGO ESAUD,BENDEZU HUARCAYA,INVERSIONES SAN ROQUE SAC,GERENTE,2012,2015
ACCION POPULAR,CONGRESISTA,HUGO ESAUD,BENDEZU HUARCAYA,HUGO ESAUD BENDEZU HUARCAYA,GERENTE,1992,2015
ACCION POPULAR,CONGRESISTA,SILVIA ROSARIO,CHAVEZ SAAVEDRA,INVERSIONES SAN ROQUE SAC,GERENTE,2015,Actualidad
ACCION POPULAR,CONGRESISTA,HUGO ESAUD,BENDEZU HUARCAYA,DISTRIBUIDORA OK.COM SAC,ADMINISTRADOR,2015,Actualidad
ACCION POPULAR,CONGRESISTA,HUGO ESAUD,BENDEZU HUARCAYA,UNIVERSIDAD ALAS PERUANAS,DOCENTE,2011,2011
ACCION POPULAR,CONGRESISTA,SILVIA ROSARIO,CHAVEZ SAAVEDRA,DISTRIBUIDORA OK.COM SAC,GERENTE,2012,Actualidad
ACCION POPULAR,CONGRESISTA,SILVIA ROSARIO,CHAVEZ SAAVEDRA,SILVIA ROSARIO CHAVEZ SSAVEDRA,GERENTE,2002,Actualidad
ACCION POPULAR,CONGRESISTA,JANETH,QUISPE PAITAN,GOBIERNO REGIONAL DE HUANCAVELICA-GERENCIA REGIONAL DE DESARROLLO S.,PROGRAMADOR DE ARCHIVOS Y DATOS,2005,2007
ACCION POPULAR,CONGRESISTA,JANETH,QUISPE PAITAN,UNIVERSIDAD CATOLICA SEDES SAPIENTIAE,ASISTENTE ADMINISTRATIVO,2016,Actualidad
ACCION POPULAR,CONGRESISTA,JANETH,QUISPE PAITAN,DIRECCIÓN REGIONAL DE SALUD HUANCAVELICA,ASISTENTE ADMINISTRATIVO-TÉCNICO EN COMPUTACIÓN E INFORMATICA,2010,2015
ACCION POPULAR,CONGRESISTA,HOVER JULIO,PARIONA YAURI,UNIVERSIDAD NACIONAL DE HUANCAVELICA,DOCENTE,2007,Actualidad
ACCION POPULAR,CONGRESISTA,HOVER JULIO,PARIONA YAURI,GOBIERNO REGIONAL DE HUANCAVELICA,COORDINADOR PROVINCIAL DEL TCS,2014,2014
ACCION POPULAR,CONGRESISTA,ELIAS ROBERTO,BARZOLA BARZOLA,ccompania KAVICMA S.A.C.,GERENTE GENERAL,2014,2016
ACCION POPULAR,CONGRESISTA,ELIAS ROBERTO,BARZOLA BARZOLA,NUCLEO EJECUTOR DDE COMPRAS PARA EL VESTUARIO - MINISTERIO DE DDEFENSA,REPRESENTANTE DIRECTOR  MIPE NIVEL NACIONAL ,2011,2014
ACCION POPULAR,CONGRESISTA,ELIAS ROBERTO,BARZOLA BARZOLA,POLICIA NACIONAL DEL PERU (PNP) DIRINCRI -PNP,OPERATIVO-INVESTIGADOR DIRINCRI,1993,2013
ACCION POPULAR,CONGRESISTA,ELIAS ROBERTO,BARZOLA BARZOLA,federacion nacional de gremios empresariales del peru,presidente,2015,2016
ACCION POPULAR,CONGRESISTA,ELIAS ROBERTO,BARZOLA BARZOLA,inversiones nacionales e internacionales grupo online s.a.c. coporatio,gerente general,2010,2016
ACCION POPULAR,CONGRESISTA,WILDER HERMIAS,INCHAUSTEGUI FERNANDEZ,REAL HOTEL,GERENTE ADMINISTRATIVO,2009,Actualidad
ACCION POPULAR,CONGRESISTA,WILDER HERMIAS,INCHAUSTEGUI FERNANDEZ,MUNICIPALIDAD DISTRITAL DE CHINCHAO,JEFE DE RELACIONES PÚBLICAS,2003,2004
ACCION POPULAR,CONGRESISTA,ANTONIO REYLES,TALENAS VERROCAL,ASOCIACIÓN DE TRABAJADORES DEL MERCADO MODELO HUÁNUCO,TESORERO ,2007,Actualidad
ACCION POPULAR,CONGRESISTA,ISABEL,DAVILA CARDENAS,UNIVERSIDAD NACIONAL HERMILIO VALDIZÁN ,DOCENTE,1984,Actualidad
ACCION POPULAR,CONGRESISTA,LUIS ANGEL,ARAGON CARREÑO,UNIVERSIDAD NACIONAL SAN ANTONIO ABAD,DOCENTE UNIVERSITARIO,2006,2013
ACCION POPULAR,CONGRESISTA,LUIS ANGEL,ARAGON CARREÑO,MUNICIPALIDAD DISTRITAL DE WANCHAQ,JEFE DE ASESORIA LEGAL,2011,2013
ACCION POPULAR,CONGRESISTA,VICTOR JUAN,VALDIVIA REYES,EMPRESA DE TRANSPORTE COLONIAL S.A,CHOFER / CONDUCTOR,1985,1992
ACCION POPULAR,CONGRESISTA,PEDRO GUILLERMO,ROSARIO TUEROS,ESTUDIO DE ABOGADOS ,ABOGADO,2015,2016
ACCION POPULAR,CONGRESISTA,PEDRO GUILLERMO,ROSARIO TUEROS,MUNICIPALIDAD DISTRITAL DE VENTANILLA ,GERENTE DE ADMINISTRACION SERVICIOS A LA CIUDAD,2015,2015
ACCION POPULAR,CONGRESISTA,PEDRO GUILLERMO,ROSARIO TUEROS,MUNICIPALIDAD DE VENTANILLA ,GERENTE DE ADMINISTARCION DE CONSTRUYENDO VENTANILLA,2014,2014
ACCION POPULAR,CONGRESISTA,VICTOR JUAN,VALDIVIA REYES,EMPRESA DE TRANSPORTE TRANS SERVIS CANADA S.A,CHOFER / CONDUCTOR,1995,2004
ACCION POPULAR,CONGRESISTA,VICTOR JUAN,VALDIVIA REYES,EMPRESA DE TRANSPORTES RÁPIDO RUTA 07,CHOFER / CONDUCTOR / COBRADOR,2005,2006
ACCION POPULAR,CONGRESISTA,VICTOR JUAN,VALDIVIA REYES,TAXISTA INDEPENDIENTE,CHOFER - CONDUCTOR,2006,Actualidad
ACCION POPULAR,CONGRESISTA,PEDRO GUILLERMO,ROSARIO TUEROS,MUNICIPALIDAD  DISTRITAL DE VENTANILLA,ASESOR LEGAL CONSTRUYENDO VENTANILLA,2012,2014
ACCION POPULAR,CONGRESISTA,PEDRO GUILLERMO,ROSARIO TUEROS,DEFENSORIA DEL PUEBLO,COMISIONADO,2008,2012
ACCION POPULAR,CONGRESISTA,MARIA SHEILA PATRICIA,LAZO DEL CARPIO,COMPAÑIA DE SERVICIOS S.A,SECRETARIA DE GERENCIA,1986,1987
ACCION POPULAR,CONGRESISTA,CARLOS FERNANDO,HERRERA DESCALZI,"consultor independiente,desempeñandome como personal natural",consultor/ingeniero mecanico-electricista,1990,2016
ACCION POPULAR,CONGRESISTA,CARLOS FERNANDO,HERRERA DESCALZI,consejo de decanos de los colegios profesionales (cdcp),DECANO PRESIDENTE,2015,2016
ACCION POPULAR,CONGRESISTA,CARLOS FERNANDO,HERRERA DESCALZI,COLEGIO DE INGENIEROS DEL PERU ,DECANO NACIONAL ,2013,2015
ACCION POPULAR,CONGRESISTA,LUIS FERNANDO,OLAZABAL CONDE,OLAZABAL TAX MULTISEVICE,EMPRESARIO7CONTADOR/UMPUESTO,1997,2016
ACCION POPULAR,CONGRESISTA,LUIS FERNANDO,OLAZABAL CONDE,COX ASSOCIATION CPA,ANALISTA AUDITOR CONTABLE,1991,1996
ACCION POPULAR,CONGRESISTA,LUIS FERNANDO,OLAZABAL CONDE,SOCIEDAD PARAMONGA LIMITADA S.A.,ASISTENTE EN IMPORTACION,1977,1985
ACCION POPULAR,CONGRESISTA,CARLOS FERNANDO,HERRERA DESCALZI,MINISTERIO DE ENERGIA Y MINAS ,MINISTRO DE ENERGIA Y MINAS ,2011,2011
ACCION POPULAR,CONGRESISTA,MARIA SHEILA PATRICIA,LAZO DEL CARPIO,IESTP EUROIDIOMAS,VENTAS,2001,2016
ACCION POPULAR,CONGRESISTA,MARIA SHEILA PATRICIA,LAZO DEL CARPIO,CASA CREVARI,ADMINISTRADORA,1979,1982
ACCION POPULAR,CONGRESISTA,MARIA SHEILA PATRICIA,LAZO DEL CARPIO,COLEGIO EUROAMERICANO,DIRECTORA - ADMINISTRATIVA,1997,2001
ACCION POPULAR,CONGRESISTA,MARIA SHEILA PATRICIA,LAZO DEL CARPIO,ALCOHOLES DEL NORTE,ASISTENTE DE VENTAS,1987,1989
ACCION POPULAR,CONGRESISTA,EDMUNDO,DEL AGUILA HERRERA,INDECOPI,ASISTENTE SENIOR,2001,2005
ACCION POPULAR,CONGRESISTA,EDMUNDO,DEL AGUILA HERRERA,WVU EDUCACION S.A.C,GERENTE GENERAL,2006,Actualidad
ACCION POPULAR,CONGRESISTA,EDMUNDO,DEL AGUILA HERRERA,UNIVERSIDAD ESAN,PROFESOR,2015,2015
ACCION POPULAR,CONGRESISTA,LUIS ALBERTO MARTIN,FRANCO MORA,MUNICIPALIDAD SAN MATEO,ASESOR,2007,2008
ACCION POPULAR,CONGRESISTA,JOSE FELIX,ROMAN FERREYRA,FERREYRA MAQUINAS HERRAMIENTAS S.A.,GERENTE GENERAL,2011,2016
ACCION POPULAR,CONGRESISTA,RAUL BENJAMIN,PIZARRO MAYORCA,MINISTERIO DE EDUCACIÓN ( EX - DOCENTE ),DOCENTE,1968,1993
ACCION POPULAR,CONGRESISTA,JOSE FELIX,ROMAN FERREYRA,CFP DOM BOSCO - SALESIANOS BMZ ALEMANIA,DIRECTOR TECNICO,2008,2010
ACCION POPULAR,CONGRESISTA,JOSE FELIX,ROMAN FERREYRA,CFP DOM BOSCO - SALESIANOS - ONU/ACNUR,DIRECTOR TECNICO,2006,2007
ACCION POPULAR,CONGRESISTA,LUIS ALBERTO MARTIN,FRANCO MORA,CORPORACION EDUCATIVA CASUARINAS,PROFESOR,2000,2001
ACCION POPULAR,CONGRESISTA,LUIS ALBERTO MARTIN,FRANCO MORA,COLEGIO ALPAMAYO,PROFESOR,1991,1998
ACCION POPULAR,CONGRESISTA,RAUL BENJAMIN,PIZARRO MAYORCA,EMISORA RADIAL,DIFUSOR DE CULTURA,2014,Actualidad
ACCION POPULAR,CONGRESISTA,JOSE FELIX,ROMAN FERREYRA,CEO BOSCONIA PIURA - CETPRO,JEFE TALLER CONST. METALICA,2001,2006
ACCION POPULAR,CONGRESISTA,LUIS ALBERTO MARTIN,FRANCO MORA,ABOGADO,ABOGADO,2004,Actualidad
ACCION POPULAR,CONGRESISTA,VICTOR MANUEL,BELAUNDE GONZALES,COLEGIO DE ABOGADOS DE LIMA,DIRECTOR DE COMISIONES Y CONSULTAS,2012,2013
ACCION POPULAR,CONGRESISTA,VICTOR MANUEL,BELAUNDE GONZALES,ESTUDIO BELAUNDE,SOCIO PRINCIPAL,2005,Actualidad
ACCION POPULAR,CONGRESISTA,VICTOR MANUEL,BELAUNDE GONZALES,COLEGIO DE ABOGADOS DE LIMA,DIRECTOR ACADEMICO Y PROMOCION CULTURAL,2013,2014
ACCION POPULAR,CONGRESISTA,VICTOR MANUEL,BELAUNDE GONZALES,VOLVO COMERCIAL CREDIT DE MEXICO S.A.DE CV,DIRECTOR DE OPERACIONES,2002,2004
ACCION POPULAR,CONGRESISTA,JHOSSELYN JHEYDI,QUIROZ PALACIOS,AUTORIDAD NACIONAL DE SEVICIOS CUAL-SERVIR,ABOGADA RESOLUTOR,2012,2013
ACCION POPULAR,CONGRESISTA,VALERIANA ELIZABETH,YEPEZ YOVED,INSTITUTO NACIONAL DE OFTALMOLOGIA,ENFERMERA NIVEL 14,1989,Actualidad
ACCION POPULAR,CONGRESISTA,JHOSSELYN JHEYDI,QUIROZ PALACIOS,INTERNATIONAL CONSULTING SOLUTION S.A.,CONSULTOR LEGAL DE CONTRATOS,2015,2016
ACCION POPULAR,CONGRESISTA,GLORIA ALBINA,ALVARADO ROMERO,PEEKABOO PLAY X LEARN,PROFESORA PRINCIPAL ,2011,2013
ACCION POPULAR,CONGRESISTA,GLORIA ALBINA,ALVARADO ROMERO,REITZ CARLTON HOTEL ,ATENCION AL CLIENTE Y CAJERA ,1998,2005
ACCION POPULAR,CONGRESISTA,GLORIA ALBINA,ALVARADO ROMERO,CORPAC SA,ASISTENTE SOCIAL - SUB GERENCIA DE RRHH,1980,1993
ACCION POPULAR,CONGRESISTA,GLORIA ALBINA,ALVARADO ROMERO,STAR CHILD ACADEMY,PROFESORA ASISTENTE,2013,2014
ACCION POPULAR,CONGRESISTA,SAMUEL,ANAYA CANGANA,EMPRESA DE TRANSPORTES UNIDOS SAN MARTIN DE PORRES S.A,GERENTE GENERAL,2004,Actualidad
ACCION POPULAR,CONGRESISTA,JUSTINA,APAZA LOPEZ,ASESORIA CONTABLE REPRESENTACIONES KADRES EIRL,GERENTE GENERAL,1994,Actualidad
ACCION POPULAR,CONGRESISTA,PAOLA LUISA,ALIAGA HUATUCO,SUNAT - SUPERINTENDENCIA NAC  DE ADUANAS Y ADMINISTRACIÓN TRIBUTARIA,ESPECIALISTA 3,1998,Actualidad
ACCION POPULAR,CONGRESISTA,BERNARDINO,LALOPU SILVA,AGRO RURAL MINAGRI - PRONAMACHCS,Director Zonal,2005,2012
ACCION POPULAR,CONGRESISTA,GLADYS MARLENE,ORTIZ RODRIGUEZ,Ejercicio independiente de la profesión de abogado,titular,2009,Actualidad
ACCION POPULAR,CONGRESISTA,BERNARDINO,LALOPU SILVA,FUNDACIÓN PARA EL DESARROLLO ALGODONERO - FUNDEAL,Especialista,1996,1998
ACCION POPULAR,CONGRESISTA,BERNARDINO,LALOPU SILVA,PROFONANPE - Ministerio del Ambiente - Proyecto FIDA,Consultor,2012,2013
ACCION POPULAR,CONGRESISTA,BERNARDINO,LALOPU SILVA,BLS Negocios Ambientales Productivos y/o Consultorías SAC,Gerente General,2014,Actualidad
ACCION POPULAR,CONGRESISTA,BERNARDINO,LALOPU SILVA,SENASA - MINAGRI,Especialista de control biológico,1998,2004
ACCION POPULAR,CONGRESISTA,LUIS HUMBERTO,SIME BALLADARES,Mutual Chiclayo en liquidación,Empleado,2003,2008
ACCION POPULAR,CONGRESISTA,JOSE ROSELL,RUBIO MONTEZA,Universidad Privada Juan Mejía Baca,Docente,2011,2012
ACCION POPULAR,CONGRESISTA,JOSE ROSELL,RUBIO MONTEZA,"C.E.S.M. ""Virgen Asunta""",Docente,2004,2007
ACCION POPULAR,CONGRESISTA,JUAN CARLOS,RUIZ SALDAÑA,CONSEJEROS Y CORREDORES DE SEGUROS S.A.,SUBGERENTE DEL AREA DE SINIESTRO,2004,Actualidad
ACCION POPULAR,CONGRESISTA,NORMA DEL ROCIO,CAVASSA YSLA,CONGRESO DE LA REPUBLICA,TECNICO ADMINISTRATIVO,1990,1992
ACCION POPULAR,CONGRESISTA,VICTOR ANDRES,GARCIA BELAUNDE,CONGRESO DE LA REPUBLICA,CONGRESISTA DE LA REPUBLICA,2006,2011
ACCION POPULAR,CONGRESISTA,VICTOR ANDRES,GARCIA BELAUNDE,TRANSPORTES POSADAS S.A.C.,ASESOR,2002,2011
ACCION POPULAR,CONGRESISTA,VICTOR ANDRES,GARCIA BELAUNDE,CONGRESO DE LA REPUBLICA,CONGRESISTA DE LA REPUBLICA,2011,2016
ACCION POPULAR,CONGRESISTA,VICTOR ANDRES,GARCIA BELAUNDE,NORSAC S.A.,ASESOR,1994,2011
ACCION POPULAR,CONGRESISTA,LUIS SEGUNDO,YOVERA CHICOMA,ECONOMISTAS Y CONSULTORES DE EMPRESAS SAC ,GERENTE GENERAL,2008,2016
ACCION POPULAR,CONGRESISTA,YONHY,LESCANO ANCIETA,CONGRESO DE LA REPUBLICA ,CONGRESISTA,2001,2016
ACCION POPULAR,CONGRESISTA,CESAR AUGUSTO LFJP,MARMOL WITTGRUBER,UNIVERSIDAD INCA GARCILASO DE LA VEGA ,PROFESOR,2010,2012
ACCION POPULAR,CONGRESISTA,CESAR AUGUSTO LFJP,MARMOL WITTGRUBER,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,PROFESOR,2007,2007
ACCION POPULAR,CONGRESISTA,CESAR AUGUSTO LFJP,MARMOL WITTGRUBER,PROCURADURIA DE ORDEN PUBLICO Y CRIMEN ORGANIZADO - MININTER,ANALISTA,2014,2015
ACCION POPULAR,CONGRESISTA,CESAR AUGUSTO LFJP,MARMOL WITTGRUBER,GRUPO TAS,ANALISTA DE ORGANIZACIÓN Y METODOS,1977,1980
ACCION POPULAR,CONGRESISTA,CARMEN ROSA,AGUILAR ALGUIAR,H.W. KESSEL S.A.C.,ASISTENTE DE GERENCIA,2002,2011
ACCION POPULAR,CONGRESISTA,CARMEN ROSA,AGUILAR ALGUIAR,PRGRT- PROFESIONALES GERENCIALES Y TECNICOS S.R.L.,JEFE DE PROYECTOS,1992,1997
ACCION POPULAR,CONGRESISTA,CARMEN ROSA,AGUILAR ALGUIAR,MINSA,ASISTENTE ADMINISTRATIVO,2015,Actualidad
ACCION POPULAR,CONGRESISTA,CARMEN ROSA,AGUILAR ALGUIAR,CONGRESO DE L REPUBLICA,TECNICO NIVEL ST-4/DESPACHO CONGRESAL,2011,2011
ACCION POPULAR,CONGRESISTA,CARMEN ROSA,AGUILAR ALGUIAR,CONGRESO DE LA REPUBLICA,AUXILIAR NIVEL SA-2/COMISION DE RELACIONES EXTERIORES,2013,2013
ACCION POPULAR,CONGRESISTA,LUIS SEGUNDO,YOVERA CHICOMA,TELEFONICA DEL PERU S.A.A,ANALISTA,1985,2016
ACCION POPULAR,CONGRESISTA,LUIS SEGUNDO,YOVERA CHICOMA,UNIV. NACIONAL DEL CALLAO,PROFESOR ASOCIADO A TIEMPO PARCIAL,1995,1997
ACCION POPULAR,CONGRESISTA,LUIS SEGUNDO,YOVERA CHICOMA,FINANCIERA PERUANA - INTERFIP,ASISTENTE DE GERENCIA,1988,1988
ACCION POPULAR,CONGRESISTA,CESAR AUGUSTO LFJP,MARMOL WITTGRUBER,MINISTERIO DEL INTERIOR,ASESOR DE DESPACHO MINISTERIAL,2003,2003
ACCION POPULAR,CONGRESISTA,NORMA TEODORA MARIA,MARTINEZ CASTILLO,RHODA TOURS SAC,GERENTE GENERAL,2008,Actualidad
ACCION POPULAR,CONGRESISTA,CARLOS PEDRO,ORTIZ SEGURA,FONDO NACIONAL DE DESARROLLO PESQUERO,SECRETARIO GENERAL,2002,2004
ACCION POPULAR,CONGRESISTA,NORMA TEODORA MARIA,MARTINEZ CASTILLO,FABRICA DE TEJIDOS LA BELLOTA,SECRETARIA GENERAL Y ASISTENTE DIRECTOR GERENTE ,1985,1989
ACCION POPULAR,CONGRESISTA,NORMA TEODORA MARIA,MARTINEZ CASTILLO,TABLEROS PERUANOS S.A.,SECRETARIA GERENCIA GENERAL,1978,1984
ACCION POPULAR,CONGRESISTA,FERNANDO,AGUILAR CASTILLO,MANU ECOLOGICAL ADVENTURE EIRL,GERENTE COMERCIAL,2001,2008
ACCION POPULAR,CONGRESISTA,CARLOS PEDRO,ORTIZ SEGURA,CONSEJO MUNICIPAL  DE ANCON ,EJECUTOR COACTIVO,2015,2015
ACCION POPULAR,CONGRESISTA,CARLOS PEDRO,ORTIZ SEGURA,CORPORACION PERUANA DE AERPOTAS Y AVIACION COMERCIAL ( CORPAC SA) ,SECRETARIO DIRECTORIO,2005,2006
ACCION POPULAR,CONGRESISTA,FERNANDO,AGUILAR CASTILLO,CONFIPERU SA,GERENTE COMERCIAL ,1994,1999
ACCION POPULAR,CONGRESISTA,NORMA TEODORA MARIA,MARTINEZ CASTILLO,PUMA TOURS,SECRETARIA DE GERENCIA GENERAL Y ASISTENTE DIRECTOR GERENTE ,1989,1991
ACCION POPULAR,CONGRESISTA,FERNANDO,AGUILAR CASTILLO,F. Y B. REPRESENTACIONES S.R.L.,GERENTE GENERAL,1999,2000
ACCION POPULAR,CONGRESISTA,CARLOS PEDRO,ORTIZ SEGURA,ABOGADO INDEPENDIENTE,ABOGADO,1999,Actualidad
ACCION POPULAR,CONGRESISTA,CARLOS PEDRO,ORTIZ SEGURA,INSTITUTO PERUANO DE ENERGIA NUCLEAR ,JEFE DE RECURSOS HUMANOS,2013,2013
ACCION POPULAR,CONGRESISTA,CARLOS PEDRO,ORTIZ SEGURA,PROGRAMA NACIONAL DE MANEJO DE CUENCAS Y CONSERV. DE SUELOS,GERENTE DE OFICINA DE ASESORÍA LEGAL,2004,2005
ACCION POPULAR,CONGRESISTA,FERNANDO,AGUILAR CASTILLO,AGENCIA TRIPS PERU SAC,GERENTE GENERAL,2008,2016
ACCION POPULAR,CONGRESISTA,FERNANDO,AGUILAR CASTILLO,CONSORCIO HOTELERO SAC,GERENTE GENERAL ,2011,2014
ACCION POPULAR,CONGRESISTA,NORMA TEODORA MARIA,MARTINEZ CASTILLO,INVERSIONES MARTEN S.A.,ADMINISTRADORA,1995,2013
ACCION POPULAR,CONGRESISTA,AUGUSTO,REY HERNANDEZ DE AGUERO,MUNICIPALIDAD METROPOLITANA DE LIMA,ASESOR DE GERENCIA DE PROMOCIÓN DE LA INVERSION PRIVADA,2011,2013
ACCION POPULAR,CONGRESISTA,AUGUSTO,REY HERNANDEZ DE AGUERO,MIRANDA & AMADO ABOGADOS,ASOCIADO,2009,2011
ACCION POPULAR,CONGRESISTA,AUGUSTO,REY HERNANDEZ DE AGUERO,MUNICIPALIDAD METROPOLITANA DE LIMA -  EMAPE,ASESOR /  CONSULTOR UNOPS,2013,2014
ACCION POPULAR,CONGRESISTA,AUGUSTO,REY HERNANDEZ DE AGUERO,INVERSIONES JL,ASESOR LEGAL,2015,2015
ACCION POPULAR,CONGRESISTA,AUGUSTO,REY HERNANDEZ DE AGUERO,MEFER REAL ESTATE S.A.C. ,ASESOR LEGAL Y EN TEMAS URBANOS,2015,2015
ACCION POPULAR,CONGRESISTA,IBO,URBIOLA SIERRA,UNIVERSIDAD NACIONAL FEDERICO VILLAREAL ,CATEDRATICO,2002,2007
ACCION POPULAR,CONGRESISTA,IBO,URBIOLA SIERRA,SACYR PERU S.A.C.,ASESOR,2012,2015
ACCION POPULAR,CONGRESISTA,IBO,URBIOLA SIERRA,UNIVERSIDAD DE LIMA,CATEDRATICO,2009,2009
ACCION POPULAR,CONGRESISTA,IBO,URBIOLA SIERRA,UNIVERSIDD SAN IGNACIO DE LOYOLA,CONSULTOR,2010,2011
ACCION POPULAR,CONGRESISTA,IBO,URBIOLA SIERRA,BANCO INTERAMERICANO DE DESARROLLO - BID,CONSULTOR,2006,2007
ACCION POPULAR,CONGRESISTA,CARLOS ANDRES,TRELLES SARAZU,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PROFESOR TIEMPO PARCIAL,1998,2015
ACCION POPULAR,CONGRESISTA,CARLOS ANDRES,TRELLES SARAZU,MINISTERIO DE DESARROLLO E INCURSION SOCIAL (MIDIS),ESPECIALISTA EN PLANEAMIENTO,2013,2014
ACCION POPULAR,CONGRESISTA,CARLOS ANDRES,TRELLES SARAZU,AUTORIDAD NACIONAL DEL SERVICIO CIVIL (SERVIR),ANALISTA,2011,2013
ACCION POPULAR,CONGRESISTA,CARLOS ANDRES,TRELLES SARAZU,UNIVERSIDAD ANTONIO RUIZ DE MONTOYA ,PROFESOR TIEMPO PARCIAL,2011,2015
ACCION POPULAR,CONGRESISTA,CARLOS ANDRES,TRELLES SARAZU,HEALTH SYSTEM 20/20 - ABT ASOCIATES - USAID,ASESOR TECNICO,2009,2009
ACCION POPULAR,CONGRESISTA,MARIA CONCEPCION,HUAMAN GUADALUPE,MINISTERIO DE EDUCACION,DOCENTE,1990,2015
ACCION POPULAR,CONGRESISTA,JUAN CARLOS,MERINO CASTRO,OSINERGMIN,PRACTICAS PROFESIONALES,2000,2000
ACCION POPULAR,CONGRESISTA,JUAN CARLOS,MERINO CASTRO,CONSULTORIA MERINO INGENIEROS,PROYECTISTA SUPERVISOR,2001,2015
ACCION POPULAR,CONGRESISTA,JUAN CARLOS,MERINO CASTRO,PETROPERU REFINERIA CONCHAN RESERTEC,SUPERVISOR,2007,2008
ACCION POPULAR,CONGRESISTA,JUAN CARLOS,MERINO HUAMAN,Consultorio Merino Ingenieros ,Supervisor ,2006,2016
ACCION POPULAR,CONGRESISTA,JUAN CARLOS,MERINO CASTRO,CONSULTORIA MERINO INGENIEROS,SUPERVISOR,1990,Actualidad
ACCION POPULAR,CONGRESISTA,MARIA CONCEPCION,HUAMAN GUADALUPE,"I.E.I 323 "" AUGUSTO B. LEGUIA""",DOCENTE,1990,2015
ACCION POPULAR,CONGRESISTA,VICTOR JUAN,VALDIVIA REYES,EMPRESA DE SERVICIO DE VIGILANCIA Y CONTROL S.A,CHOFER / CONDUCTOR RESGUARDO DE DIGNATARIOS,1992,1995
ACCION POPULAR,CONGRESISTA,JORGE EDUARDO,APONTE REY,UGEL - SULLANA,ESPECIALISTA ADMINISTRATIVO I,1993,Actualidad
ACCION POPULAR,CONGRESISTA,CARLOS ALBERTO,LAINEZ PALACIOS,ESTUDIO JURIDICO,ABOGADO,1991,Actualidad
ACCION POPULAR,CONGRESISTA,AMELIA HILDA,CELIS SOTO,I.E Nº 34440-Agua  Salada-Hbba,Directora(e),2013,2013
ACCION POPULAR,CONGRESISTA,AMELIA HILDA,CELIS SOTO,"I.E Nº 34225 ""Alexander  Von Humboth"" Prusia-Pozuzo",docente de aula,2012,2012
ACCION POPULAR,CONGRESISTA,MARITZA DORALINDA,GIL ORDINOLA,SUNAT,AUDITOR-RESOLUTOR-ESPECIALISTA 4,1993,2015
ACCION POPULAR,CONGRESISTA,YANETT,FERIA DE TONG,I.E. SAN MIGUEL PIURA,COORDINADORA ACADEMICA,1990,Actualidad
ACCION POPULAR,CONGRESISTA,YANETT,FERIA DE TONG,ISPP AMAUTA,DOCENTE,2004,2005
ACCION POPULAR,CONGRESISTA,SINCLAIR EDMUNDO GERARDO,SEMINARIO ANGELATS,ESTUDIO JURIDICO,ABOGADO,1992,Actualidad
