ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,CENTRO_SECUNDARIA,FECHAS,GRADO1,GRADO2,GRADO3,GRADO4,GRADO5
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE NESPITO,VASQUEZ HUAMAN,G.U.E  SIMON RODRIGUEZ,1967 - 1972,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE VICENTE,GARCIA CASTILLO,INSTITUTO NACIONAL AGROPECUARIO (INA  Nro. 33)  ,1970 - 1971,1ERO,2DO,,,
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE VICENTE,GARCIA CASTILLO,INSTITUTO NACIONAL AGROPECUARIO (INA Nro. 7),1972 - 1974,,,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,JOVITA,REATEGUI CUMAPA,I.E.P. ROSA DE AMERICA,1998 - 2007,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,JUAN CARLOS,GONZALES CALLA,C.E 40175,1982 - 1986,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,JUAN JOSE,GOYZUETA BEJAR,GLORIOSO COLEGIO NACIONAL SAN CARLOS,1975 - 1979,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,JUAN JOSE,CHAMBILLA VENTURA,MARISCAL RAMÓN CASTILLA	,1989 - 1993,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,JUAN PABLO,LA ROSA GALLARDO ,C.E.T  INEI  Nº 34,1982 - 1986,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,JULIO CESAR,MALDONADO ALBARRACIN,C.P GENERAL SALAVERRY,1962 - 1966,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,KETTY FLOR,CASTILLO PADILLA,C.E.N CESAR VALLEJO,1993 - 1993,,,,4TO,
DEMOCRACIA DIRECTA,CONGRESISTA,KETTY FLOR,CASTILLO PADILLA,C.E.N REPUBLICA SOCIALISTA DE YUGOSLAVIA,1994 - 1994,,,,,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,KETTY FLOR,CASTILLO PADILLA,C.E.N TERESA GONZALES DE FANNY,1990 - 1992,1ERO,2DO,3ERO,,
DEMOCRACIA DIRECTA,CONGRESISTA,KETTY MABEL,USURIAGA REQUIZ,I.E. EVARISTO SAN CRISTOBAL Y LEÓN,1996 - 2000,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,LEONIDAS TEODORO,RODRIGUEZ ALTAMIRANO,C.E.N AUGUSTO SALAZAR BONDY,1990 - 1994,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,LILA LUCERO,CASAS CHUQUISPUMA ,I.E.P ALEJANDRO SANCHEZ ARTEAGA,2000 - 2000,,,,,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,LILA LUCERO,CASAS CHUQUISPUMA ,I.E.P MARISCAL BENAVIDES,1996 - 1999,1ERO,2DO,3ERO,4TO,
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS ALBERTO,AYQUIPA ZELA,COLEGIO PARTICULAR SAN FRANCISCO DE ASIS,1981 - 1985,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS ALONSO,BALVIN ÑAHUIS,COLEGIO ALTERNATIVO ATUSPARIA,2007 - 2007,,,,,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS ALONSO,BALVIN ÑAHUIS,COLEGIO TRILCE PERSHING ,2004 - 2006,,2DO,3ERO,4TO,
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS ALONSO,BALVIN ÑAHUIS,COLEGIO TRILCE SALAVERRY ,2003 - 2003,1ERO,,,,
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS DICSON,SANCHEZ ABAD,JOSE MARÍA RAYZADA GALLO,2000 - 2004,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS ENRIQUE,GABRIEL SANTOS,"COLEGIO FISCALIZADO ""JOSÉ MARÍA ARGUEDAS"" ",1986 - 1990,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS LUCHO,ROJAS HUAMANI ,INST. TECNICO SUPERIOR JAVIER HERAUD,1979 - 1980,,,,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS LUCHO,ROJAS HUAMANI ,SANTIAGO ANTUNES DE MAYOLO,1976 - 1978,1ERO,2DO,3ERO,,
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS SALOMON,VALDEZ RODRIGUEZ,COLEGIO MILITAR LEONCIO PRADO,1968 - 0,,,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS SALOMON,VALDEZ RODRIGUEZ,"GRAN UNIDAD ESCOLAR ""SAN JUAN DE LA LIBERTAD""",1966 - 1967,1ERO,2DO,,,
DEMOCRACIA DIRECTA,CONGRESISTA,LUISA,USTUA GUILLEN VDA DE VILLEGAS,MARIA PARADO DE BELLIDO,1975 - 1979,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,LUSDAY LIBERTAD,VEGA APONTE DE MARTINEZ,NUESTRA SEÑORA DE FÁTIMA,1982 - 1986,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,LUZ ANGELICA,SOLANO HARO ,JULIO CESAR TELLO,1996 - 2000,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,MANUEL INOCENTE,BAUTISTA CASIANO ,CESAR VALLEJO,1969 - 1972,,,,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,MANUEL INOCENTE,BAUTISTA CASIANO ,C.U.E 2 DE MAYO ,1962 - 1968,1ERO,2DO,3ERO,,
DEMOCRACIA DIRECTA,CONGRESISTA,MARCELO,CARLOS CARRERA ,0458 DIVINO MAESTRO,1992 - 1996,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,MARGARITA,MORI NAVARRO,INSTITUTO NACIONAL AGROPECUARIO N°70 CABALLO COCHA,1980 - 0,,,,,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,MARGARITA,MORI NAVARRO,ROSA AGUSTINA DONAYRE DE MOREY,1966 - 1966,,,,4TO,
DEMOCRACIA DIRECTA,CONGRESISTA,MARGARITA,MORI NAVARRO,SANTA MARIA DEL AMAZONAS,1962 - 1964,1ERO,2DO,3ERO,,
DEMOCRACIA DIRECTA,CONGRESISTA,MARI LUZ,CARHUASUICA TAPIA,C.E COMERCIO 41,1985 - 1989,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,MARIA DEL ROSARIO,CUNIA PUTPAÑA,I.E. OFELIA VELASQUEZ ,1998 - 2002,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,MARIA ISABEL,ESCOBAR MAMANI,C.E.C.A.T,1998 - 1999,,,,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,MARIA ISABEL,ESCOBAR MAMANI,JUAN PABLO VIZCARDO Y GUZMAN,1996 - 1997,,2DO,3ERO,,
DEMOCRACIA DIRECTA,CONGRESISTA,MARIA ISABEL,ESCOBAR MAMANI,MARIANO EDUARDO DE RIBERO Y USTARIZ  M.E.R.U,1995 - 1995,1ERO,,,,
DEMOCRACIA DIRECTA,CONGRESISTA,MARIA LIDIA,AGUILAR RODRIGUEZ,COLEGIO SIMON BOLIVAR OTUZCO,1992 - 1996,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,MARIA LOURDES,COARITE LAURA,SAN MARTIN DE PORRES,1978 - 1982,,,,,
DEMOCRACIA DIRECTA,CONGRESISTA,MARIA ROSA,SANCHEZ JARANDILLA ,COLEGIO MIXTO SAN JUAN DE MARCONA,1970 - 1974,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,MARIA VIRGINIA CLEOFE,ALVARADO LEON,MARCIAL ACHARAN Y SMITH,2001 - 2006,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,MARIA YOLANDA,CRISISTO AYCAYA,COLEGIO 32,1992 - 1992,1ERO,,,,
DEMOCRACIA DIRECTA,CONGRESISTA,MARIA YOLANDA,CRISISTO AYCAYA,"EDUCACIÓN SECUNDARIA DE ADULTOS TÉCNICO COMERCIAL ""SANTA ROSA""",1994 - 1997,,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,MARIBEL,CARTAGENA DEL AGUILA,ALFREDO VARGAS GUERRA,1991 - 1995,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,MAX ALEX,VASQUEZ SALAZAR,C.E. PRE UNIVERSITARIO A.P.P.U ,2004 - 2005,,,,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,MAX ALEX,VASQUEZ SALAZAR,C.E.N ANDRES AVELINO CACERES ,2000 - 2000,1ERO,,,,
DEMOCRACIA DIRECTA,CONGRESISTA,MAX ALEX,VASQUEZ SALAZAR,C.E.P FERMIN TANGUIS ,2002 - 2003,,2DO,3ERO,,
DEMOCRACIA DIRECTA,CONGRESISTA,MAXIMO TOMAS,SALCEDO MEZA ,GRAN UNIDAD INCA GARCILAZO DE LA VEGA,1964 - 1969,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,MELISSA,PERALTA ORELLANA,NUESTRA SEÑORA DE LAS MERCADES,1999 - 2003,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,NELLY MERCEDES,VILCA QUISPE,C.N JOSE MARIA ARGUEDAS,1984 - 1984,1ERO,,,,
DEMOCRACIA DIRECTA,CONGRESISTA,NELLY MERCEDES,VILCA QUISPE,C.N JOSE MARIA ARGUEDAS	,1988 - 1988,,,,,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,NELLY MERCEDES,VILCA QUISPE,C.N MANUEL SCORZA TORRES,1985 - 1987,,2DO,3ERO,4TO,
DEMOCRACIA DIRECTA,CONGRESISTA,OSCAR ELIAS QUINTO,CARDENAS BARTRA ,COLEGIO NACIONAL ALBERTO LEVEAU GARCIA,1970 - 1971,1ERO,2DO,,,
DEMOCRACIA DIRECTA,CONGRESISTA,OSCAR ELIAS QUINTO,CARDENAS BARTRA ,GUE JOSE F. SANCHEZ CARRION,1972 - 1974,,,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,OSCAR REINERIO SEGUNDO,CARDENAS BARTRA,C. N. JIMENEZ PIMENTEL,1959 - 1959,1ERO,,,,
DEMOCRACIA DIRECTA,CONGRESISTA,OSCAR REINERIO SEGUNDO,CARDENAS BARTRA,C.N. CABO LEVEAU,1960 - 1962,,2DO,3ERO,4TO,
DEMOCRACIA DIRECTA,CONGRESISTA,OSCAR REINERIO SEGUNDO,CARDENAS BARTRA,C.N. JOSÉ FAUSTINO SÁNCHEZ CARRIÓN ,1963 - 1963,,,,,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,PATRICIA,HUAMAN ATENCIO ,"I.E ""MIXTO HUAYCAN""",2002 - 2006,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,PATRICIA AMALIA,YARIHUAMAN QUIROZ ,MERCEDES CABELLO DE CARBONERA,1989 - 1994,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,PETER ALEJANDRO,ARQUE RAFAEL ,CARLOS WISSE,1971 - 1975,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,RAUL,SANCHEZ MIRANDA,INDEPENDENCIA AMERICANA,1984 - 1988,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,RAUL ADOLFO,ARIAS RAMOS ,C.E JORGE CHAVEZ,1985 - 1989,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,RICHARD HECTOR,BLANCO CLAROS,CENTRO BASE CORONEL BOLOGNESI,1976 - 1980,,,,,
DEMOCRACIA DIRECTA,CONGRESISTA,ROBERTO,INCHAUSTEGUI GONZALES ,C.E.N FELIPE SALAVERRY,1962 - 1962,,,,,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,ROBERTO,INCHAUSTEGUI GONZALES ,C.E.N MARISCAL OSCAR BENAVIDES,1958 - 1961,1ERO,2DO,3ERO,4TO,
DEMOCRACIA DIRECTA,CONGRESISTA,ROBERTO CARLOS,CHAVARRIA VILCATOMA,COLEGIO SANTIAGO ANTUNEZ DE MAYOLO,1991 - 1995,,,,,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,ROBINSON,REQUEJO VILLALOBOS,IE. JUAN UGAZ,1997 - 2000,1ERO,2DO,3ERO,4TO,
DEMOCRACIA DIRECTA,CONGRESISTA,ROBINSON,REQUEJO VILLALOBOS,IE. MATER ADMIRABILIS,2001 - 2001,,,,,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,RODIL,ROJAS DAHUA ,C.N AGROPECUARIO,1983 - 1983,,,,4TO,
DEMOCRACIA DIRECTA,CONGRESISTA,RODIL,ROJAS DAHUA ,C.N MONSEÑOR ATANASIO JAUREGUI GOIRI,1979 - 1982,1ERO,2DO,3ERO,,
DEMOCRACIA DIRECTA,CONGRESISTA,RODIL,ROJAS DAHUA ,C.N MONSEÑOR ATANASIO JAUREGUI GOIRI,1984 - 1984,,,,,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,ROGER ANTONIO,ALCANTARA PAREDES ,CESAR VALLEJO (EMLEMATICO),1977 - 1981,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,ROSA ALICIA,MENDOZA CRESPO,SAN JOSÉ DE TARBES,1971 - 1975,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,ROSA LUZ,RAMIREZ PONCE ,COLEGIO NACIONAL DE APLICACION UNEVAI - HUANUCO,1979 - 1983,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,SAMARITANA,MARIN ASTO,C.E ISOLINA CLOTET DE FERNANDINI,1999 - 2002,1ERO,2DO,3ERO,4TO,
DEMOCRACIA DIRECTA,CONGRESISTA,SAMARITANA,MARIN ASTO,C.E LUIS AGUILAR ROMANI,2003 - 2003,,,,,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,SANTA ILUMINA,LANDEO CHIPANA ,C. E. MIGUEL ALGEUDA,1977 - 1977,1ERO,,,,
DEMOCRACIA DIRECTA,CONGRESISTA,SANTA ILUMINA,LANDEO CHIPANA ,COLEGIO NO ESCOLARIZADO MAURICIO SIMON,1978 - 1981,,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,SANTIAGO,FLORES LOZA ,C.E.P  SAN ILDEFONSO,1967 - 1967,,,3ERO,,
DEMOCRACIA DIRECTA,CONGRESISTA,SANTIAGO,FLORES LOZA ,C.N.M LIBERTADOR SAN MARTIN,1974 - 1976,,,,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,SANTIAGO,FLORES LOZA ,C.N.M.G.E   BILLINGURTH,1964 - 1965,1ERO,2DO,,,
DEMOCRACIA DIRECTA,CONGRESISTA,SEGUNDINA RUFINA,VENTURA HINOSTROZA,NUESTRA SEÑORA DE LAS MERCEDES,1976 - 1980,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,SERGIO AUGUSTO,BOBADILLA ALVARADO,SAN JUAN,1966 - 1970,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,SEVERIANO HIGOR,RODRIGUEZ TORRES ,C.E MELITON CARBAJAL,1977 - 1981,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,SILVIA CAROLINA,NOLE GARCIA,INSTITUTO NACIONAL FEMENINO DE COMERCIO Nº 36,1972 - 1976,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,SILVIA YESENIA,CONTRERAS LAZO,COLEGIO NUESTRA SEÑORA DE COCHARCA,1995 - 2000,,,,,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,SIMON,CHIPANA HUANCA,GRAN UNIDAD SAN CARLOS,1969 - 1974,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,TALIA ANTIA,VEGA SOLOGUREN ,G.U.E  FRANCISCO ANTONIO DE ZELA,1968 - 1972,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,TRINATORIO DARIO,VARGAS ARCE,G.U.E MARISCAL TORIBIO DE LUZURIAGA ,1968 - 1972,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,VANESSA YANINA,CUBAS VASQUEZ,SANTA MAGDALENA SOFIA,2001 - 2005,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,VICTOR FERNANDO,TERRONES MAYTA ,G.U.E  CARLOS GUTIERREZ NORIEGA,1991 - 1995,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,VLADIMIRO,DEL CASTILLO NARRO ,I.E FELIPE S. SALAVERRY,1968 - 1969,,,,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,VLADIMIRO,DEL CASTILLO NARRO ,I.E PEDRO A. LABARTHE,1965 - 1967,1ERO,2DO,3ERO,,
DEMOCRACIA DIRECTA,CONGRESISTA,WALTER,BENAVIDES GAVIDIA ,I.E.S FEDERICO VILLAREAL,1998 - 1999,,,,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,WALTER,BENAVIDES GAVIDIA ,I.E.S SAN JOSE DE CUYUMALCA,1994 - 1997,1ERO,2DO,3ERO,,
DEMOCRACIA DIRECTA,CONGRESISTA,WERNER MAXIMO,SALCEDO ALVAREZ,COLEGIO HERMANOS AYAR DE PARURO,1989 - 1993,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,WILLIAM JUNIOR,SANCHEZ TORRES ,A & S,1999 - 1999,,,,,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,WILLIAM JUNIOR,SANCHEZ TORRES ,C.E.P  SAN VICENTE DE PAUL,1995 - 1997,1ERO,2DO,3ERO,,
DEMOCRACIA DIRECTA,CONGRESISTA,WILLIAM JUNIOR,SANCHEZ TORRES ,C.N JHON F. KENNEDY -  INDUSTRIAL Nro. 20,1998 - 1998,,,,4TO,
DEMOCRACIA DIRECTA,CONGRESISTA,YDELSO,HERNANDEZ LLAMO,IE. Nª 16024,1994 - 1998,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,YENI PAOLA,BARRAZUETA LARREATEGUI,I.E. SAN IGNACIO DE LOYOLA N°16470,2002 - 2006,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,YOHANA HELEN,VILCA FLORES,MANUEL GONZALES PRADA ,2002 - 2006,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,YSELA,GAVIDIA RACUA,INSTITUCION EDUCATIVA 2 DE MAYO,1986 - 1987,1ERO,2DO,,,
DEMOCRACIA DIRECTA,CONGRESISTA,YSMENE DARLY,VARGAS CORDOVA,FEDERICO VILLARREAL,1998 - 2001,1ERO,2DO,3ERO,,
DEMOCRACIA DIRECTA,CONGRESISTA,YSMENE DARLY,VARGAS CORDOVA,LA CATOLICA,2002 - 2003,,,,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,ZAIRA JENNIFER,COLLAZOS REGALADO,INMACULADA CONCEPCIÓN ,2000 - 2004,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,CONGRESISTA,ZEBELIO,KAYAP JEMPEKIT ,I.E. VALENTIN SALEGUI - IMAZA,1992 - 1996,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,PRESIDENTE DE LA REPUBLICA,GREGORIO,SANTOS GUERRERO,JOSE MARIA ARGEDAS,1980 - 1984,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,PRIMER VICEPRESIDENTE DE LA REPUBLICA,ANDRES AVELINO,ALCANTARA PAREDES,COLEGIO NACIONAL CESAR VALLEJO,1972 - 1976,1ERO,2DO,3ERO,4TO,5TO
DEMOCRACIA DIRECTA,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,SIMON,CHIPANA HUANCA,GRAN UNIDAD SAN CARLOS,1969 - 1974,1ERO,2DO,3ERO,4TO,5TO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ABEL HEMIGIDIO,GILVONIO CARDENAS ,CARLOS WIESSE,1990 - 1994,1ERO,2DO,3ERO,4TO,5TO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ADELINDA,DIAZ URIARTE,COLEGIO REPUBLICA DE FRANCIA MIRAFLORES,1970 - 1976,1ERO,2DO,3ERO,4TO,5TO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ADOLFO LAURIANO,HORMAZA DEL CASTILLO,GUE. M.A. JAUREGUI,1969 - 1973,1ERO,2DO,3ERO,4TO,5TO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ADONAY,GUERRERO CACERES ,PEDRO E. PAULET,1975 - 1979,1ERO,2DO,3ERO,4TO,5TO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ALEX MANUEL,GALLARDO ZETA,GUE JORGE C.E. SAN RAMON,1984 - 1988,1ERO,2DO,3ERO,4TO,5TO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ANDINA,MARIACA PEÑA ,CEP. EL CARMELO ,1976 - 1976,1ERO,,,,
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ANDINA,MARIACA PEÑA ,C.N.M.CH.,1977 - 0,,2DO,3ERO,4TO,5TO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ANGELA LEONOR,VILLON BUSTAMANTE ,CRISTO DE LAS LAGRIMAS,1982 - 0,,,,4TO,5TO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ANGELA LEONOR,VILLON BUSTAMANTE ,LA LAGUNITA,1979 - 0,,,3ERO,,
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ANGELA LEONOR,VILLON BUSTAMANTE ,9 DE OCTUBRE,1977 - 1978,1ERO,2DO,,,
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,AUGUSTO JOSE,MALPARTIDA LEON ,I.E. 0437269 AUGUSTO B. LEGUIA,1972 - 1976,1ERO,2DO,3ERO,4TO,5TO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,AURELIO,CHOQUEHUANCA CONDORI,COLEGIO SALESIANO,1956 - 1960,1ERO,2DO,3ERO,4TO,5TO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,BETSABETH,CORTEGANO CHOTA ,COLEGIO NAC. INDEPENDENCIA,1978 - 1978,1ERO,,,,
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,BETSABETH,CORTEGANO CHOTA ,NSTRA. SRA. DE FATIMA,1981 - 1982,,,,4TO,5TO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,BETSABETH,CORTEGANO CHOTA ,PATRONICIO DE S. JOSE,1979 - 1979,,2DO,,,
